"","Row.names","Kingdom","Phylum","Class","Order","Family","Genus","Species","Intercept..Est","Intercept..SE","Intercept..t.val","X.Intercept..pval","X.Intercept..pval.padj","Sex","Study","group","Est","SE","t.val","pval","pval.padj","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","direct","id"
"105","074478577353df0840cde9827351d2e9","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-1.75695085939356,0.923542546425911,-1.89783125375422,0.194190761354803,0.946021122719826,"male","Ellis et al. 2021","Combo",12.6457213880572,1.20415215799336,10.7241414564071,6.52535016935754e-10,1.02386626529911e-06,9.5505146702109,6.1949258942991,10.6622643285804,7.62785540319129,8.21215025353647,0.829955401930722,0.149766130098894,"Positive","male_Combo_Ellis et al. 2021_Positive"
"106","074478577353df0840cde9827351d2e9","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-1.75695085939356,0.923542546425911,-1.89783125375422,0.194190761354803,0.946021122719826,"male","Ellis et al. 2021","MK4",12.3431752191187,1.20415215799336,10.4658299492979,1.23021950534838e-09,1.93520079219567e-06,9.5505146702109,6.1949258942991,10.5876954918513,8.21765995205327,7.65077230130734,0.835119566942145,0.218750083705167,"Positive","male_MK4_Ellis et al. 2021_Positive"
"107","074478577353df0840cde9827351d2e9","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-1.75695085939356,0.923542546425911,-1.89783125375422,0.194190761354803,0.946021122719826,"male","Ellis et al. 2021","MK9",11.8879414861661,1.23139006190122,9.85593082827479,6.05452352589295e-09,9.49410722853936e-06,9.5505146702109,8.77697843342155,9.96581030758611,6.07427664889106,7.44564163426843,0.636393902877689,0.308492257215968,"Positive","male_MK9_Ellis et al. 2021_Positive"
"108","074478577353df0840cde9827351d2e9","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-1.75695085939356,0.923542546425911,-1.89783125375422,0.194190761354803,0.946021122719826,"male","Ellis et al. 2021","PK",10.6847205220553,1.20415215799336,9.07333778841769,2.69397747741115e-07,0.000419031781520623,9.5505146702109,9.09927646957835,9.65363799471749,0.961107118429341,9.35887127364574,0.158531427052875,0.392187523004041,"Positive","male_PK_Ellis et al. 2021_Positive"
"109","074478577353df0840cde9827351d2e9","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-1.75695085939356,0.923542546425911,-1.89783125375422,0.194190761354803,0.946021122719826,"male","Ellis et al. 2021","VKdef",12.3058809649527,1.26461271373309,9.93552282433984,4.18591921599584e-09,6.55976205275514e-06,9.5505146702109,8.63737489598932,10.6280937625998,8.17435145212682,7.71178677771296,0.793210638480659,0.214843884344945,"Positive","male_VKdef_Ellis et al. 2021_Positive"
"110","08577b6aac2f5f6555ea43652073b45e","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured","uncultured_bacterium",11.9950082487865,0.594976520912665,20.5982647775178,8.7585784707025e-22,1.38939225983703e-18,"male","Ellis et al. 2021","PK",-4.62241643745634,0.77575447323459,-6.03124807507253,5.86886903341036e-07,0.000926835372791097,9.32039324535777,9.71785604791802,8.25878574496092,-1.89410238634008,2.36708291041409,-0.645742187152497,0.196567960132995,"Negative","male_PK_Ellis et al. 2021_Negative"
"111","0b34c931c593a313bad78af065d21afa","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","uncultured_bacterium",8.19510232056711,1.17080100336363,7.13174734163172,2.92262121258448e-07,0.000445763501195278,"male","Ellis et al. 2021","Combo",-10.337080539186,1.52653774342837,-6.85838528705126,5.58424126849422e-07,0.000879328355649566,1.23894512571573,2.23921979678282,-1.27018739491488,-5.73610890393255,7.03707371475566,-0.700577473623974,0.237500073726532,"Negative","male_Combo_Ellis et al. 2021_Negative"
"112","0b34c931c593a313bad78af065d21afa","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","uncultured_bacterium",8.19510232056711,1.17080100336363,7.13174734163172,2.92262121258448e-07,0.000445763501195278,"male","Ellis et al. 2021","MK4",-10.1074314939708,1.52653774342837,-6.7147300291056,1.40959464668342e-06,0.00221253494233586,1.23894512571573,2.2314269338747,-1.20685474384657,-5.14849607166559,6.88531660923301,-0.684867368219482,0.249610052180681,"Negative","male_MK4_Ellis et al. 2021_Negative"
"113","0b34c931c593a313bad78af065d21afa","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","uncultured_bacterium",8.19510232056711,1.17080100336363,7.13174734163172,2.92262121258448e-07,0.000445763501195278,"male","Ellis et al. 2021","MK9",-9.46098203053676,1.56106800448484,-6.15397176020047,4.18126611333343e-06,0.00657613897237746,1.23894512571573,1.80973559862263,-0.694230116576676,-4.98878869207319,7.12036225515269,-0.584245429891227,0.293402840352852,"Negative","male_MK9_Ellis et al. 2021_Negative"
"114","0b34c931c593a313bad78af065d21afa","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","uncultured_bacterium",8.19510232056711,1.17080100336363,7.13174734163172,2.92262121258448e-07,0.000445763501195278,"male","Ellis et al. 2021","PK",-9.77499802980895,1.52653774342837,-6.49268865696906,2.51423954574642e-06,0.00392081437051072,1.23894512571573,2.10036235404281,-0.916046448184753,-4.60744578614126,7.31925570873221,-0.619577703808934,0.262090545992746,"Negative","male_PK_Ellis et al. 2021_Negative"
"115","0b34c931c593a313bad78af065d21afa","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","uncultured_bacterium",8.19510232056711,1.17080100336363,7.13174734163172,2.92262121258448e-07,0.000445763501195278,"male","Ellis et al. 2021","VKdef",-10.1640007919992,1.60318529972986,-6.44101249381241,5.71061571444896e-06,0.00886185395244295,1.23894512571573,1.9532598351976,-1.32536142818048,-5.02818650904354,6.98040524187741,-0.692920722233082,0.280701840367273,"Negative","male_VKdef_Ellis et al. 2021_Negative"
"116","0fafa602ab4e513281b4b0872a1bd839","d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","Adlercreutzia_mucosicola",-1.63068886697588,1.05178345952783,-1.54591040816059,0.282801179279394,0.971294704809041,"male","Ellis et al. 2021","Combo",7.75383958627711,1.37135785182123,5.73296754519838,5.74397957479713e-05,0.0361112497818234,2.85288126045,1.62621854437547,6.0115439994582,4.38140291375729,4.26597185473628,0.920373153157801,0.120312682466424,"Positive","male_Combo_Ellis et al. 2021_Positive"
"117","162aba355417e2f3853de66ffbf707f8","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.89341228634987,0.932048575220662,-2.02663884684716,0.200076706224194,0.896753110267909,"male","Ellis et al. 2021","Combo",9.32954406571047,1.21524266266885,7.8291230742356,4.29617890294876e-07,0.000661291082373077,5.90134918718806,3.78179044199149,7.67142038034442,3.80199928809813,5.26865263526767,0.646447636070435,0.254290237306813,"Positive","male_Combo_Ellis et al. 2021_Positive"
"118","162aba355417e2f3853de66ffbf707f8","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.89341228634987,0.932048575220662,-2.02663884684716,0.200076706224194,0.896753110267909,"male","Ellis et al. 2021","MK4",9.04269522383932,1.21524266266885,7.58520875914312,9.11580899746167e-07,0.0014005544601506,5.90134918718806,3.78179044199149,7.02881177666243,3.62664541873596,5.75795857562085,0.556002481482036,0.301092091608169,"Positive","male_MK4_Ellis et al. 2021_Positive"
"119","162aba355417e2f3853de66ffbf707f8","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.89341228634987,0.932048575220662,-2.02663884684716,0.200076706224194,0.896753110267909,"male","Ellis et al. 2021","MK9",9.72738765159698,1.24273143362755,7.9826057382868,3.05927423202118e-07,0.000474549890903925,5.90134918718806,4.60987887664419,7.62281588502981,3.92861407833473,5.6108693085905,0.675013433627001,0.225303391377036,"Positive","male_MK9_Ellis et al. 2021_Positive"
"120","162aba355417e2f3853de66ffbf707f8","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.89341228634987,0.932048575220662,-2.02663884684716,0.200076706224194,0.896753110267909,"male","Ellis et al. 2021","PK",8.09038440459021,1.21524266266885,6.79652285096392,5.47031355037315e-05,0.011182398356451,5.90134918718806,5.30275731159996,6.89738720543048,1.87103397066113,6.41332051168198,0.358327087694101,0.362500030263061,"Positive","male_PK_Ellis et al. 2021_Positive"
"121","162aba355417e2f3853de66ffbf707f8","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.89341228634987,0.932048575220662,-2.02663884684716,0.200076706224194,0.896753110267909,"male","Ellis et al. 2021","VKdef",10.3307288743866,1.27626007334727,8.25780888969489,1.26647491344703e-07,0.000196211129043338,5.90134918718806,4.94310772903241,8.40990866178392,3.36047384573227,5.32840314155616,0.77562227864646,0.148148368857356,"Positive","male_VKdef_Ellis et al. 2021_Positive"
"122","17d29b2d80b32d16581a40cb2e8656b9","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified",-1.56772748504113,1.07499338744279,-1.44573204858871,0.297226281208826,0.980611063627133,"male","Ellis et al. 2021","Combo",9.13784727219329,1.4016198953988,6.59188953897704,1.1402287515396e-06,0.00175187927752463,6.72264434667036,5.23865871602573,8.09569538425772,1.98303613382919,7.33303039976441,0.360753819381687,0.296875049494327,"Positive","male_Combo_Ellis et al. 2021_Positive"
"123","17d29b2d80b32d16581a40cb2e8656b9","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified",-1.56772748504113,1.07499338744279,-1.44573204858871,0.297226281208826,0.980611063627133,"male","Ellis et al. 2021","MK4",9.68222890552717,1.4016198953988,6.97701532170441,1.03664928361366e-07,0.000161752467560808,6.72264434667036,3.42727668215942,8.18139642537539,4.58352749119012,5.80166252079028,0.59678326441828,0.293750050565677,"Positive","male_MK4_Ellis et al. 2021_Positive"
"124","17d29b2d80b32d16581a40cb2e8656b9","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified",-1.56772748504113,1.07499338744279,-1.44573204858871,0.297226281208826,0.980611063627133,"male","Ellis et al. 2021","MK9",10.1899243698144,1.43332451659039,7.18185329421407,5.14086763494275e-08,8.05515310246046e-05,6.72264434667036,5.99567246035503,9.2351557340646,3.70021381315689,6.77454348522258,0.718178091679468,0.169844167323137,"Positive","male_MK9_Ellis et al. 2021_Positive"
"125","17d29b2d80b32d16581a40cb2e8656b9","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified",-1.56772748504113,1.07499338744279,-1.44573204858871,0.297226281208826,0.980611063627133,"male","Ellis et al. 2021","PK",8.74033798030495,1.4016198953988,6.30751671306427,1.86025639669217e-06,0.00290329296172256,6.72264434667036,5.47488121398904,8.06361811048833,1.63309988548593,7.4136650703644,0.27229338837085,0.366614693712024,"Positive","male_PK_Ellis et al. 2021_Positive"
"126","17d29b2d80b32d16581a40cb2e8656b9","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified",-1.56772748504113,1.07499338744279,-1.44573204858871,0.297226281208826,0.980611063627133,"male","Ellis et al. 2021","VKdef",10.2594958797676,1.47199531867827,7.04065023730925,6.99514063244029e-08,0.000109263140168657,6.72264434667036,5.23865871602573,8.57153754371481,4.26542074270832,5.74032505299889,0.723970716362913,0.212890761167347,"Positive","male_VKdef_Ellis et al. 2021_Positive"
"127","1b18df940027dc40b173be56b5b2c39a","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.72784549853401,0.820657590802334,-2.0706047839537,0.189285471924148,0.893210183045224,"male","Ellis et al. 2021","Combo",9.90057695377637,1.07000658796128,9.43609031176772,5.36301575404242e-10,8.43627144992003e-07,6.48509840242063,4.71961140648281,8.17983910206684,4.39265507247944,5.50760968078103,0.886678871962796,0.131250164487989,"Positive","male_Combo_Ellis et al. 2021_Positive"
"128","1b18df940027dc40b173be56b5b2c39a","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.72784549853401,0.820657590802334,-2.0706047839537,0.189285471924148,0.893210183045224,"male","Ellis et al. 2021","MK4",9.11207848070103,1.07000658796128,8.67709363005002,4.96168908101225e-09,7.77296509022577e-06,6.48509840242063,4.71961140648281,7.49138410777812,1.91296688898498,5.4850658046985,0.478150908555362,0.30577227728234,"Positive","male_MK4_Ellis et al. 2021_Positive"
"129","1b18df940027dc40b173be56b5b2c39a","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.72784549853401,0.820657590802334,-2.0706047839537,0.189285471924148,0.893210183045224,"male","Ellis et al. 2021","MK9",9.52925901794728,1.09421012106978,8.87876654277149,2.36080992719059e-09,3.71259250934316e-06,6.48509840242063,5.22711136841309,8.02424568672708,3.16305257183213,5.29460405132806,0.688965706652611,0.206239280400346,"Positive","male_MK9_Ellis et al. 2021_Positive"
"130","1b18df940027dc40b173be56b5b2c39a","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.72784549853401,0.820657590802334,-2.0706047839537,0.189285471924148,0.893210183045224,"male","Ellis et al. 2021","PK",8.42423786590784,1.07000658796128,8.01807699828572,3.58384995715142e-08,5.63518974062157e-05,6.48509840242063,5.98693335622969,6.899008723,2.37801655521641,6.09801635290996,0.422125786380157,0.363494569696814,"Positive","male_PK_Ellis et al. 2021_Positive"
"131","1b18df940027dc40b173be56b5b2c39a","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.72784549853401,0.820657590802334,-2.0706047839537,0.189285471924148,0.893210183045224,"male","Ellis et al. 2021","VKdef",9.25230507187575,1.12373168617571,8.39271271155246,1.10263140501158e-08,1.72520354923817e-05,6.48509840242063,5.57308939836703,7.18492859252704,3.27720429344593,5.38206153928944,0.602841836183799,0.265107307919291,"Positive","male_VKdef_Ellis et al. 2021_Positive"
"132","1db8b37913edafca869c6d415ad3aceb","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter","uncultured_bacterium",6.50256514836102,0.344090382693808,18.917544095223,1.27648209818843e-28,2.03946025609207e-25,"male","Ellis et al. 2021","Combo",2.14433340811883,0.448638970092915,4.78418266014183,1.33949248965454e-05,0.0206336858856222,7.59639055380508,7.27557993132343,8.86961431457207,1.32518297490467,1.6433387290365,0.696038403462862,0.260937563050985,"Positive","male_Combo_Ellis et al. 2021_Positive"
"133","1db8b37913edafca869c6d415ad3aceb","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter","uncultured_bacterium",6.50256514836102,0.344090382693808,18.917544095223,1.27648209818843e-28,2.03946025609207e-25,"male","Ellis et al. 2021","MK4",2.4067402744924,0.448638970092916,5.36970375994193,1.51282801223741e-06,0.00235280799685936,7.59639055380508,7.27740587242768,8.9315073689477,1.54912881278554,1.73081582142641,0.843433215216878,0.204687592267851,"Positive","male_MK4_Ellis et al. 2021_Positive"
"134","1db8b37913edafca869c6d415ad3aceb","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter","uncultured_bacterium",6.50256514836102,0.344090382693808,18.917544095223,1.27648209818843e-28,2.03946025609207e-25,"male","Ellis et al. 2021","VKdef",2.96141822042712,0.471165161054961,6.2912912510846,3.70310802967691e-08,5.82016375896135e-05,7.59639055380508,7.28076614489976,9.50965531473627,1.96261968920095,1.68319714131187,1.1198148687998,0.117187794069708,"Positive","male_VKdef_Ellis et al. 2021_Positive"
"135","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,14.3993768578217,0.453655286785773,31.7528983135004,9.79444998638975e-44,1.57298866781419e-40,"male","Ellis et al. 2021","Combo",-5.37577392907439,0.591494127349343,-9.09180155608086,1.91534288429551e-13,3.07493384921198e-10,9.85982792178604,10.5094283710913,9.24535835351643,-2.62410829389279,3.37310356187753,-0.610459586373063,0.319812834510979,"Negative","male_Combo_Ellis et al. 2021_Negative"
"136","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,14.3993768578217,0.453655286785773,31.7528983135004,9.79444998638975e-44,1.57298866781419e-40,"male","Ellis et al. 2021","MK4",-5.87375715623756,0.591494127349343,-9.93382878396506,5.3550913703404e-15,8.59923764140458e-12,9.85982792178604,10.6800292198003,8.11195443473271,-2.70391581859335,3.60829034577295,-0.668348469078957,0.28237134930681,"Negative","male_MK4_Ellis et al. 2021_Negative"
"137","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,14.3993768578217,0.453655286785773,31.7528983135004,9.79444998638975e-44,1.57298866781419e-40,"male","Ellis et al. 2021","MK9",-6.08085735350868,0.604873715714365,-10.0565334837725,3.32373017997156e-15,5.33649166523098e-12,9.85982792178604,10.6955839092041,8.68319438991985,-3.23008939337264,3.68347183090402,-0.730620990877485,0.242634403063913,"Negative","male_MK9_Ellis et al. 2021_Negative"
"138","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,14.3993768578217,0.453655286785773,31.7528983135004,9.79444998638975e-44,1.57298866781419e-40,"male","Ellis et al. 2021","PK",-6.34666484019513,0.591494127349343,-10.7329244677144,1.43982048506075e-16,2.31235169900756e-13,9.85982792178604,10.9229668520716,8.24004609358743,-3.69828635557735,3.93675633037826,-0.842120931422652,0.221875081937016,"Negative","male_PK_Ellis et al. 2021_Negative"
"139","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,14.3993768578217,0.453655286785773,31.7528983135004,9.79444998638975e-44,1.57298866781419e-40,"male","Ellis et al. 2021","VKdef",-6.3713362035037,0.621193084760109,-10.2598849877171,1.36349265211777e-15,2.18968940202124e-12,9.85982792178604,10.4597699792268,7.84971335114068,-3.1378607562889,3.58177673471748,-0.798251858447437,0.232421994197863,"Negative","male_VKdef_Ellis et al. 2021_Negative"
"140","329d53798b4ef0ee47e466ca55fc8917","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales",-1.90196266047039,1.02990839087927,-1.83633956242997,0.215299229398241,0.956976238365577,"male","Ellis et al. 2021","Combo",8.65262348539391,1.3428362517917,6.54364149729677,3.73400359602541e-06,0.0056743932794372,3.81107494678817,1.95806302457357,6.68882391876714,4.85785522021427,4.27813197382871,0.926586966429954,0.146646009004533,"Positive","male_Combo_Ellis et al. 2021_Positive"
"141","329d53798b4ef0ee47e466ca55fc8917","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales",-1.90196266047039,1.02990839087927,-1.83633956242997,0.215299229398241,0.956976238365577,"male","Ellis et al. 2021","MK4",7.87753473373319,1.3428362517917,5.95368394339799,1.88788229738007e-05,0.0182466278113091,3.81107494678817,1.95806302457357,5.92616689011973,3.66716516339735,4.44343132780737,0.665263659778268,0.251170113881945,"Positive","male_MK4_Ellis et al. 2021_Positive"
"142","3b482b3f9da81db80a221a66031aa159","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","uncultured_bacterium",-1.73597239315742,0.920412716114658,-1.89157865630518,0.242390582676177,0.912372217479565,"male","Ellis et al. 2021","Combo",11.1641061864246,1.20007135853476,9.45868116464893,2.60487348872468e-10,4.10066975617564e-07,7.6766664973994,5.51578451434079,9.51452714700807,3.884731528002,6.80121262463099,0.777407166165252,0.198128021458569,"Positive","male_Combo_Ellis et al. 2021_Positive"
"143","3b482b3f9da81db80a221a66031aa159","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","uncultured_bacterium",-1.73597239315742,0.920412716114658,-1.89157865630518,0.242390582676177,0.912372217479565,"male","Ellis et al. 2021","MK4",10.7395127494118,1.20007135853476,9.09806639670132,9.17031045980488e-10,1.44309215123455e-06,7.6766664973994,5.51578451434079,8.99523650895082,5.71697714998864,6.69271369215684,0.728910536954102,0.242187571447736,"Positive","male_MK4_Ellis et al. 2021_Positive"
"144","3b482b3f9da81db80a221a66031aa159","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","uncultured_bacterium",-1.73597239315742,0.920412716114658,-1.89157865630518,0.242390582676177,0.912372217479565,"male","Ellis et al. 2021","MK9",11.236458253044,1.22721695481954,9.31043639839648,3.70582219008225e-10,5.84727487635597e-07,7.6766664973994,6.63786272081076,9.17667059205511,5.91677598394496,6.13494375351272,0.806834579489924,0.175347363203387,"Positive","male_MK9_Ellis et al. 2021_Positive"
"145","3b482b3f9da81db80a221a66031aa159","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","uncultured_bacterium",-1.73597239315742,0.920412716114658,-1.89157865630518,0.242390582676177,0.912372217479565,"male","Ellis et al. 2021","PK",9.0441135884725,1.20007135853476,7.66748722706051,3.19746741414285e-07,0.000499386394694188,7.6766664973994,7.48918920778006,8.02275590254978,0.432421372736138,7.95625850092514,0.0613340951014007,0.46177847893635,"Positive","male_PK_Ellis et al. 2021_Positive"
"146","3b482b3f9da81db80a221a66031aa159","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","uncultured_bacterium",-1.73597239315742,0.920412716114658,-1.89157865630518,0.242390582676177,0.912372217479565,"male","Ellis et al. 2021","VKdef",10.9206852404985,1.26032701707649,8.80960481225525,1.78239825975136e-09,2.80387427256391e-06,7.6766664973994,6.8253826278348,9.14721950885965,6.00546317820241,6.91341595438484,0.760414370897644,0.218323717405439,"Positive","male_VKdef_Ellis et al. 2021_Positive"
"147","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.71034087040937,0.821915738760809,-2.0887073198016,0.198851650701327,0.907008054072255,"male","Ellis et al. 2021","Combo",13.6156976826712,1.07164701220068,13.0566978605921,1.93130288989454e-12,3.05861138734651e-09,9.88376367900152,9.2897696616061,11.7875763969883,5.88756746229722,7.8745687400987,0.864941229977456,0.173437615863042,"Positive","male_Combo_Ellis et al. 2021_Positive"
"148","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.71034087040937,0.821915738760809,-2.0887073198016,0.198851650701327,0.907008054072255,"male","Ellis et al. 2021","MK4",13.2874644657802,1.07164701220068,12.7419308450473,4.92838592121744e-12,7.80294219412543e-09,9.88376367900152,9.2897696616061,11.5860713028778,2.64304149337401,8.10228137906808,0.684222332496808,0.223437581069721,"Positive","male_MK4_Ellis et al. 2021_Positive"
"149","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.71034087040937,0.821915738760809,-2.0887073198016,0.198851650701327,0.907008054072255,"male","Ellis et al. 2021","MK9",13.1046092676405,1.09588765168108,12.2872420840268,1.38362950801264e-11,2.18706968321453e-08,9.88376367900152,9.45609326341875,11.6684233012331,1.95277979001104,8.56725218074845,0.540819712631865,0.247833706832195,"Positive","male_MK9_Ellis et al. 2021_Positive"
"150","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.71034087040937,0.821915738760809,-2.0887073198016,0.198851650701327,0.907008054072255,"male","Ellis et al. 2021","PK",11.9208357414456,1.07164701220068,11.4266144855127,1.61896306024538e-10,2.56563818480087e-07,9.88376367900152,9.81699423213712,10.1393729125123,0.768913639019454,7.53762104354449,0.238421597476005,0.44843751060317,"Positive","male_PK_Ellis et al. 2021_Positive"
"151","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.71034087040937,0.821915738760809,-2.0887073198016,0.198851650701327,0.907008054072255,"male","Ellis et al. 2021","VKdef",13.2303539995933,1.12545447621955,12.0798749137226,2.52565954869244e-11,3.99119946644464e-08,9.88376367900152,9.53426733963062,11.3161579323615,2.94763152082525,8.9498375403209,0.680483617483257,0.245614143772602,"Positive","male_VKdef_Ellis et al. 2021_Positive"
"152","47a33be537ddd236047d0762a0289582","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.63926135649331,1.16146860463942,-1.40757090396063,0.302070550085937,0.988193159806896,"male","Ellis et al. 2021","Combo",8.81966358646488,1.51436978418653,5.90108183292572,3.08443572468278e-05,0.026468487198987,4.22694486134825,2.0194425849824,7.389569283407,5.07795887322912,5.15573047284194,0.812936446892865,0.196567960132995,"Positive","male_Combo_Ellis et al. 2021_Positive"
"153","47a33be537ddd236047d0762a0289582","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.63926135649331,1.16146860463942,-1.40757090396063,0.302070550085937,0.988193159806896,"male","Ellis et al. 2021","MK4",8.16089296465409,1.51436978418654,5.45856332651978,8.36846431136477e-05,0.049546553415302,4.22694486134825,2.06036431651576,6.68696689928441,3.16819147503842,5.48549457371195,0.548356784946379,0.296411905971444,"Positive","male_MK4_Ellis et al. 2021_Positive"
"154","56b22d768a1396ed9e442d54a5ea4dbd","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","uncultured_bacterium",-1.68886897231282,0.97229626672544,-1.72839928677946,0.264863553604336,0.936808711010019,"male","Ellis et al. 2021","Combo",10.209215293174,1.26771923212121,8.18998181651117,1.33002540056167e-07,0.000206476470077359,6.85702608173315,4.5114338200511,8.94611259782216,3.67615320106581,6.63049196962315,0.612911729790555,0.273010978424944,"Positive","male_Combo_Ellis et al. 2021_Positive"
"155","56b22d768a1396ed9e442d54a5ea4dbd","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","uncultured_bacterium",-1.68886897231282,0.97229626672544,-1.72839928677946,0.264863553604336,0.936808711010019,"male","Ellis et al. 2021","MK4",10.9936982971301,1.26771923212121,8.82103018395327,2.99950375392169e-08,4.68619049796798e-05,6.85702608173315,3.82285519383329,9.58529779300909,5.95653658140217,5.94978073643212,0.871324468715155,0.178125111828884,"Positive","male_MK4_Ellis et al. 2021_Positive"
