"","Authors","metric","subgroup","CN","EN","yi","vi","stats","Protocol"
"799","Ellis et al. 2021","Simpson","MK4_cecal",10,10,-0.435770879977769,0.123461657717781,"lnCVR","Ellis"
"800","Ellis et al. 2021","Simpson","MK9_cecal",9,9,-0.454115691718029,0.140628702130844,"lnCVR","Ellis"
"801","Ellis et al. 2021","Simpson","PK_cecal",10,9,-0.437883418142397,0.132049652887221,"lnCVR","Ellis"
"802","Ellis et al. 2021","Simpson","VKdef_cecal",8,9,-0.471162610799081,0.151948351874142,"lnCVR","Ellis"
"803","Gubert et al. 2022","Simpson","R6/1_Enviromental enrichment ",16,14,-0.232253078986387,0.0775061000200751,"lnCVR","Gubert"
"804","Gubert et al. 2022","Simpson","R6/1_Exercise",16,16,1.07592939914109,0.0716005834867921,"lnCVR","Gubert"
"805","Gubert et al. 2022","Simpson","R6/1_control",16,16,0.451028671947095,0.0716900762168229,"lnCVR","Gubert"
"806","Gubert et al. 2022","Simpson","WT_Enviromental enrichment ",16,16,-0.0493120148612626,0.072190128137979,"lnCVR","Gubert"
"807","Gubert et al. 2022","Simpson","WT_Exercise",16,16,-0.161427570380756,0.071402662117279,"lnCVR","Gubert"
"808","Gubert et al. 2022","Simpson","WT_control",16,16,-0.520790800752823,0.0728715478491101,"lnCVR","Gubert"
"809","Ibrahim et al. 2019","Simpson","AOM/DSS",7,3,0.675069301794179,0.472589603757824,"lnCVR","Ibrahim"
"810","Ibrahim et al. 2019","Simpson","AOM/DSS-ERbKOVil",7,6,0.819888353250161,0.217313106447407,"lnCVR","Ibrahim"
"811","Ibrahim et al. 2019","Simpson","Control",4,4,-1.36577618067004,0.444702868625326,"lnCVR","Ibrahim"
"812","Ibrahim et al. 2019","Simpson","Control-ERbKOVil",4,4,0.359504926007809,0.444524530183095,"lnCVR","Ibrahim"
"813","Kozik et al. 2019","Simpson","Colitis-cecal",7,7,1.36826893951546,0.195203772027431,"lnCVR","Kozik"
"814","Kozik et al. 2019","Simpson","Colitis-colonMucus",5,4,1.3346081517218,0.3796912816419,"lnCVR","Kozik"
"815","Kozik et al. 2019","Simpson","Colitis-colonMucus_T0",1,NA,NA,NA,"lnCVR","Kozik"
"816","Kozik et al. 2019","Simpson","Colitis-fecal",5,7,0.246942105209111,0.254977081182591,"lnCVR","Kozik"
"817","Kozik et al. 2019","Simpson","Colitis-fecal_T0",7,7,-0.372050588959577,0.197451074224558,"lnCVR","Kozik"
"818","Kozik et al. 2019","Simpson","Control-cecal",2,3,-0.612770629728905,1.37513035364962,"lnCVR","Kozik"
"819","Kozik et al. 2019","Simpson","Control-colonMucus",NA,3,NA,NA,"lnCVR","Kozik"
"820","Kozik et al. 2019","Simpson","Control-fecal",2,3,2.16613423304414,1.38799645770692,"lnCVR","Kozik"
"821","Kozik et al. 2019","Simpson","Control-fecal_T0",2,3,0.482771617887869,1.37745438488088,"lnCVR","Kozik"
"822","Li et al. 2020","Simpson","Chow diet + STZ injection+ Distilled water ",5,1,NA,NA,"lnCVR","Li"
"823","Li et al. 2020","Simpson","HFD+ STZ injection + DNJ",1,9,NA,NA,"lnCVR","Li"
"824","Li et al. 2020","Simpson","HFD+ STZ injection+ Distilled water",NA,3,NA,NA,"lnCVR","Li"
"825","Lindheim et al. 2018","Simpson","PRJNA445979",76,93,0.124181624137171,0.0129224124978352,"lnCVR","Lindheim"
"826","Lyte et al. 2022","Simpson","beef-chow",18,19,0.414552022779432,0.0605102461124927,"lnCVR","Lyte"
"827","Lyte et al. 2022","Simpson","beef-chow-stress",18,20,0.426578926358203,0.05887646194637,"lnCVR","Lyte"
"828","Lyte et al. 2022","Simpson","chow-control",20,19,-1.83471971470259,0.0572389527445337,"lnCVR","Lyte"
"829","Lyte et al. 2022","Simpson","chow-stress",20,20,-0.588171159119906,0.0554949190323282,"lnCVR","Lyte"
"830","Pizarro et al. 2021","Simpson","EtOH-Syn-T1",10,8,0.182719927629835,0.143405612304498,"lnCVR","Pizarro"
"831","Pizarro et al. 2021","Simpson","EtOH-T1",10,8,1.02250053286134,0.143494150169041,"lnCVR","Pizarro"
"832","Pizarro et al. 2021","Simpson","Symbiotic-T0",10,8,0.928178827255639,0.143431319490348,"lnCVR","Pizarro"
"833","Pizarro et al. 2021","Simpson","Water-T0",10,8,0.183359992692024,0.143469875803124,"lnCVR","Pizarro"
"834","Ramakrishna et al. 2020","Simpson","ACV+IVIG-injected",1,4,NA,NA,"lnCVR","Ramakrishna"
"835","Ramakrishna et al. 2020","Simpson","ACV-injected",3,2,0.050911301845796,1.45628548997466,"lnCVR","Ramakrishna"
"836","Ramakrishna et al. 2020","Simpson","Control",2,3,-0.18408053221723,1.38685625020677,"lnCVR","Ramakrishna"
"837","Ramakrishna et al. 2020","Simpson","HSV1-infected",4,5,0.438063926635031,0.389696056560053,"lnCVR","Ramakrishna"
"838","Ramakrishna et al. 2020","Simpson","HSV1-infected; ACV+IVIG-injected",2,3,-0.313476118261088,1.37545599176486,"lnCVR","Ramakrishna"
"839","Ramakrishna et al. 2020","Simpson","HSV1-infected; ACV-injected",1,1,NA,NA,"lnCVR","Ramakrishna"
"840","Ramakrishna et al. 2020","Simpson","HSV1-infected; IVIG-injected",3,1,NA,NA,"lnCVR","Ramakrishna"
"841","Ramakrishna et al. 2020","Simpson","IVIG-injected",5,5,1.66384751565673,0.33246970957698,"lnCVR","Ramakrishna"
"842","Son et al. 2019","Simpson","Control",8,8,2.62305509455915,0.174133571318822,"lnCVR","Son"
"843","Son et al. 2019","Simpson","IL-10 Knockout ",8,8,-0.909965675344321,0.171293643932354,"lnCVR","Son"
"844","Song et al. 2020","Simpson","AOM/DSS",12,NA,NA,NA,"lnCVR","Song"
"845","Song et al. 2020","Simpson","AOM/DSS E2-supplemented",12,NA,NA,NA,"lnCVR","Song"
"846","Song et al. 2020","Simpson","Control",5,11,-0.613634739887373,0.212688198609793,"lnCVR","Song"
"847","Song et al. 2020","Simpson","E2-supplemented",12,NA,NA,NA,"lnCVR","Song"
"848","Song et al. 2020","Simpson","ovariectomized ",NA,7,NA,NA,"lnCVR","Song"
"849","Song et al. 2021","Simpson","AOM/DSS",8,8,0.19446927021634,0.174375454744064,"lnCVR","Song"
"850","Song et al. 2021","Simpson","AOM/DSS-Nrf2KO",8,8,0.124307917627682,0.173443950077079,"lnCVR","Song"
"851","Song et al. 2021","Simpson","Control",8,8,2.71238289988505,0.179683740868002,"lnCVR","Song"
"852","Song et al. 2021","Simpson","Nrf2KO",8,8,-0.0944834614747293,0.167662622111286,"lnCVR","Song"
"853","Song et al. 2022","Simpson","AOM/DSS",10,7,0.378087236384627,0.164984912174513,"lnCVR","Song"
"854","Song et al. 2022","Simpson","AOM/DSS_ steroid-injected",8,4,0.706821961238749,0.320271101940385,"lnCVR","Song"
"855","Song et al. 2022","Simpson","Control",4,4,-0.3027979663008,0.452155777302442,"lnCVR","Song"
"856","Song et al. 2022","Simpson","orchiectomized",4,NA,NA,NA,"lnCVR","Song"
"857","Song et al. 2022","Simpson","orchiectomized_ AOM/DSS",10,NA,NA,NA,"lnCVR","Song"
"858","Song et al. 2022","Simpson","orchiectomized_ AOM/DSS_ steroid-injected",6,NA,NA,NA,"lnCVR","Song"
"859","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Ear_day0_Control",4,3,-0.63260047350936,0.683070883401764,"lnCVR","Strickland"
"860","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Ear_day28_Control",10,3,0.780762721476217,0.610593847098701,"lnCVR","Strickland"
"861","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Ear_day7_Control",10,3,0.051854434653958,0.439442272087478,"lnCVR","Strickland"
"862","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Ear_day95_Control",10,NA,NA,NA,"lnCVR","Strickland"
"863","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day0_Control",20,3,-1.87363786068952,0.402756980902065,"lnCVR","Strickland"
"864","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day111_Control",10,NA,NA,NA,"lnCVR","Strickland"
"865","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day14_Control",10,3,-1.51738047189575,0.436866343239317,"lnCVR","Strickland"
"866","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day21_Control",10,3,-0.232705449104014,0.436743478920847,"lnCVR","Strickland"
"867","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day28_Control",10,3,-0.490266059380108,0.436736709072212,"lnCVR","Strickland"
"868","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day34_Control",10,NA,NA,NA,"lnCVR","Strickland"
"869","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day4_Control",10,NA,NA,NA,"lnCVR","Strickland"
"870","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day7_Control",10,3,-0.935460302742181,0.436879216735813,"lnCVR","Strickland"
"871","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Nose_day0_Control",5,3,0.46898436867695,0.876953125,"lnCVR","Strickland"
"872","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Nose_day28_Control",10,3,0.47866159205959,0.482750091801065,"lnCVR","Strickland"
"873","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Nose_day7_Control",10,3,1.41042506056404,0.445199739590624,"lnCVR","Strickland"
"874","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Nose_day95_Control",10,NA,NA,NA,"lnCVR","Strickland"
"875","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Skin_day0_Control",5,3,-0.543393141510188,0.628731908638655,"lnCVR","Strickland"
"876","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Skin_day28_Control",10,3,-0.474728347855455,0.443848630104432,"lnCVR","Strickland"
"877","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Skin_day7_Control",10,3,0.206597320632445,0.438284176035774,"lnCVR","Strickland"
"878","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Skin_day95_Control",9,NA,NA,NA,"lnCVR","Strickland"
"879","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Ear_day0_Control",NA,9,NA,NA,"lnCVR","Strickland"
"880","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Ear_day28_Control",5,9,1.74655619682489,0.236595082427232,"lnCVR","Strickland"
"881","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Ear_day7_Control",5,9,-1.76295193446709,0.278753134843556,"lnCVR","Strickland"
"882","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Ear_day95_Control",10,NA,NA,NA,"lnCVR","Strickland"
"883","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Fecal_day0_Control",15,9,1.5669568284635,0.109022618441206,"lnCVR","Strickland"
"884","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Fecal_day111_Control",10,NA,NA,NA,"lnCVR","Strickland"
"885","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Fecal_day14_Control",5,9,0.101983082447311,0.226596741631561,"lnCVR","Strickland"
"886","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Fecal_day21_Control",5,9,-0.184219172274616,0.226661324982207,"lnCVR","Strickland"
"887","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Fecal_day28_Control",5,9,1.04805028884508,0.226768278302337,"lnCVR","Strickland"
"888","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Fecal_day34_Control",9,NA,NA,NA,"lnCVR","Strickland"
"889","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Fecal_day4_Control",10,NA,NA,NA,"lnCVR","Strickland"
"890","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Fecal_day7_Control",5,9,0.277244496270382,0.226583502603668,"lnCVR","Strickland"
"891","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Nose_day0_Control",NA,9,NA,NA,"lnCVR","Strickland"
"892","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Nose_day28_Control",5,8,-0.930003129697567,0.244378276799313,"lnCVR","Strickland"
"893","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Nose_day7_Control",5,9,0.477076613224345,0.275725095873444,"lnCVR","Strickland"
"894","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Nose_day95_Control",10,NA,NA,NA,"lnCVR","Strickland"
"895","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Skin_day0_Control",NA,9,NA,NA,"lnCVR","Strickland"
"896","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Skin_day28_Control",5,9,-0.420434150589509,0.26421621615678,"lnCVR","Strickland"
"897","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Skin_day7_Control",5,8,0.548427716829897,0.251441610212987,"lnCVR","Strickland"
"898","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Skin_day95_Control",10,NA,NA,NA,"lnCVR","Strickland"
"899","Sun et al. 2020","Simpson","Control",8,8,-0.0354752636243224,0.163348409297064,"lnCVR","Sun"
"900","Sun et al. 2020","Simpson","High fat",8,7,-0.17260002468169,0.178905955977899,"lnCVR","Sun"
"901","Sun et al. 2020","Simpson","Pomctm1/tm1",8,8,-1.28086368202045,0.163688541446797,"lnCVR","Sun"
"902","Sun et al. 2020","Simpson","Pomctm1/tm1, High fat",8,7,-1.08373151746153,0.179177766573991,"lnCVR","Sun"
"903","Tam et al. 2020","Simpson","""Smoke exposed, ovariectomy""_cecal",NA,8,NA,NA,"lnCVR","Tam"
"904","Tam et al. 2020","Simpson","Control_cecal",10,10,-0.424812577226457,0.123768040207027,"lnCVR","Tam"
"905","Tam et al. 2020","Simpson","Smoke exposed_cecal",10,10,-0.41053058121534,0.123696953110257,"lnCVR","Tam"
"906","Tam et al. 2020","Simpson","ovariectomy_cecal",NA,10,NA,NA,"lnCVR","Tam"
"907","Tashiro et al. 2020","Simpson","Cellulose",8,8,-0.357659533527824,0.166457311420839,"lnCVR","Tashiro"
"908","Tashiro et al. 2020","Simpson","Control",8,8,0.379291540559009,0.177482584665456,"lnCVR","Tashiro"
"909","Tashiro et al. 2020","Simpson","Fiberfree",8,8,1.00433729688252,0.164917416038359,"lnCVR","Tashiro"
"910","Tashiro et al. 2020","Simpson","Pectin",8,8,-0.613305919032867,0.176934890325886,"lnCVR","Tashiro"
"911","Velasco et al. 2021","Simpson","C57BL/6J",4,4,0.1686592465874,0.444951787130633,"lnCVR","Velasco"
"912","Velasco et al. 2021","Simpson","MRL/MpJ",4,4,0.329188463337308,0.445072253546929,"lnCVR","Velasco"
"913","Weng et al. 2019","Simpson","APOE2_APP transgene +",6,11,-0.573361842403608,0.177235663206153,"lnCVR","Weng"
"914","Weng et al. 2019","Simpson","APOE2_APP transgene -",16,18,0.0407405000081245,0.0668649638995651,"lnCVR","Weng"
"915","Weng et al. 2019","Simpson","APOE3_APP transgene +",13,21,-0.532531388404469,0.0715281965588457,"lnCVR","Weng"
"916","Weng et al. 2019","Simpson","APOE3_APP transgene -",20,15,0.540543449375031,0.0675262472538509,"lnCVR","Weng"
"917","Weng et al. 2019","Simpson","APOE4_APP transgene +",19,24,-0.0124044177009603,0.0521061932621766,"lnCVR","Weng"
"918","Weng et al. 2019","Simpson","APOE4_APP transgene -",32,24,0.364459040493012,0.0397943860355702,"lnCVR","Weng"
"919","Wolfe et al. 2020","Simpson","Smad3-/-_CRC_SFB+_cecal",1,7,NA,NA,"lnCVR","Wolfe"
"920","Wolfe et al. 2020","Simpson","Smad3-/-_CRC_SFB+_fecal",10,68,1.69666550074917,0.0697607082314312,"lnCVR","Wolfe"
"921","Wolfe et al. 2020","Simpson","Smad3-/-_CRC_SFB-_cecal",2,7,2.40573248059201,1.10159681361382,"lnCVR","Wolfe"
"922","Wolfe et al. 2020","Simpson","Smad3-/-_CRC_SFB-_fecal",34,83,0.435274596460589,0.0219876049281274,"lnCVR","Wolfe"
"923","Wolfe et al. 2020","Simpson","Smad3-/-_healthy_SFB+_cecal",15,5,0.0380103024756785,0.194692958998907,"lnCVR","Wolfe"
"924","Wolfe et al. 2020","Simpson","Smad3-/-_healthy_SFB+_fecal",156,49,0.923976837977587,0.0140479857507139,"lnCVR","Wolfe"
"925","Wolfe et al. 2020","Simpson","Smad3-/-_healthy_SFB-_cecal",15,10,1.08520657832758,0.101780577332755,"lnCVR","Wolfe"
"926","Wolfe et al. 2020","Simpson","Smad3-/-_healthy_SFB-_fecal",158,135,0.63844254251297,0.00712470331302147,"lnCVR","Wolfe"
"927","Zajac et al. 2022","Simpson","APOE2/E2_cecal",5,6,-1.09019517182323,0.276292079812178,"lnCVR","Zajac"
"928","Zajac et al. 2022","Simpson","APOE2/E2_fecal",15,21,-0.359678578436401,0.0646010099969477,"lnCVR","Zajac"
"929","Zajac et al. 2022","Simpson","APOE2/E2_small bowel",2,3,-0.266749315349021,1.37797818619478,"lnCVR","Zajac"
"930","Zajac et al. 2022","Simpson","APOE2/E3_cecal",7,10,0.872612181992756,0.158960651831303,"lnCVR","Zajac"
"931","Zajac et al. 2022","Simpson","APOE2/E3_fecal",21,36,0.00912934701740579,0.0410036268403117,"lnCVR","Zajac"
"932","Zajac et al. 2022","Simpson","APOE2/E3_small bowel",1,NA,NA,NA,"lnCVR","Zajac"
"933","Zajac et al. 2022","Simpson","APOE2_fecal",8,7,-1.32443519514713,0.178972474153335,"lnCVR","Zajac"
"934","Zajac et al. 2022","Simpson","APOE3/E3_cecal",13,5,-0.743672864387683,0.201444507962355,"lnCVR","Zajac"
"935","Zajac et al. 2022","Simpson","APOE3/E3_fecal",41,15,-0.188147806009273,0.0511246186063017,"lnCVR","Zajac"
"936","Zajac et al. 2022","Simpson","APOE3/E3_small bowel",4,2,0.0455713303628518,1.23301415724339,"lnCVR","Zajac"
"937","Zajac et al. 2022","Simpson","APOE3/E4_cecal",10,8,-0.836228032065768,0.143387197470043,"lnCVR","Zajac"
"938","Zajac et al. 2022","Simpson","APOE3/E4_fecal",32,23,0.0625089268616246,0.0404434433888464,"lnCVR","Zajac"
"939","Zajac et al. 2022","Simpson","APOE3/E4_small bowel",NA,1,NA,NA,"lnCVR","Zajac"
"940","Zajac et al. 2022","Simpson","APOE3_fecal",6,7,-0.339494160205385,0.217263288318248,"lnCVR","Zajac"
"941","Zajac et al. 2022","Simpson","APOE4/E4_cecal",5,4,-0.422356348450648,0.378606679355614,"lnCVR","Zajac"
"942","Zajac et al. 2022","Simpson","APOE4/E4_fecal",15,19,0.0227206824288789,0.0677626940641759,"lnCVR","Zajac"
"943","Zajac et al. 2022","Simpson","APOE4/E4_small bowel",3,3,0.0500753373027687,0.751455217951203,"lnCVR","Zajac"
"944","Zajac et al. 2022","Simpson","APOE4_fecal",7,7,0.332021580178159,0.194469238202486,"lnCVR","Zajac"
"945","Zou et al. 2021","Simpson","Control",4,4,1.38373905232272,0.444837014838712,"lnCVR","Zou"
"946","Zou et al. 2021","Simpson","Glrx1 KO + High fat chow",4,4,-0.10425715865043,0.444838662131123,"lnCVR","Zou"
"947","Zou et al. 2021","Simpson","Glrx1 KO + Standard chow",2,3,0.676088075316469,1.37516384784675,"lnCVR","Zou"
"948","Zou et al. 2021","Simpson","High fat chow",5,5,0.0955923902974077,0.312537322407249,"lnCVR","Zou"
"949","Cheema & Pluznick 2019","Chao1.Chao1","Ang II infusion",3,3,-0.984100208902943,0.75,"lnVR","Cheema"
"950","Cheema & Pluznick 2019","Chao1.Chao1","Control",3,3,-0.25129866874793,0.75,"lnVR","Cheema"
"951","Ellis et al. 2021","Chao1.Chao1","13C11MK4_cecal",7,7,0.0263485213259729,0.194444444444444,"lnVR","Ellis"
"952","Ellis et al. 2021","Chao1.Chao1","2H7MK7_cecal",7,7,0.3642136800452,0.194444444444444,"lnVR","Ellis"
"953","Ellis et al. 2021","Chao1.Chao1","2H7MK9_cecal",7,7,1.07772683090152,0.194444444444444,"lnVR","Ellis"
"954","Ellis et al. 2021","Chao1.Chao1","2H7PK_cecal",7,7,-0.783144860229606,0.194444444444444,"lnVR","Ellis"
"955","Ellis et al. 2021","Chao1.Chao1","Combo_cecal",10,9,-0.0555603324167594,0.132040895061728,"lnVR","Ellis"
"956","Ellis et al. 2021","Chao1.Chao1","Control (unlabeled PK)_cecal",7,7,-2.3095766193011,0.194444444444444,"lnVR","Ellis"
"957","Ellis et al. 2021","Chao1.Chao1","MK4_cecal",10,10,0.100906271047837,0.123456790123457,"lnVR","Ellis"
"958","Ellis et al. 2021","Chao1.Chao1","MK9_cecal",9,9,-0.329621308086652,0.140625,"lnVR","Ellis"
"959","Ellis et al. 2021","Chao1.Chao1","PK_cecal",10,9,-0.54370831346339,0.132040895061728,"lnVR","Ellis"
"960","Ellis et al. 2021","Chao1.Chao1","VKdef_cecal",8,9,-0.191240694316471,0.151945153061224,"lnVR","Ellis"
"961","Gubert et al. 2022","Chao1.Chao1","R6/1_Enviromental enrichment ",16,14,-0.187553775112503,0.0769756738987508,"lnVR","Gubert"
"962","Gubert et al. 2022","Chao1.Chao1","R6/1_Exercise",16,16,0.245046060925008,0.0711111111111111,"lnVR","Gubert"
"963","Gubert et al. 2022","Chao1.Chao1","R6/1_control",16,16,0.675688470803876,0.0711111111111111,"lnVR","Gubert"
"964","Gubert et al. 2022","Chao1.Chao1","WT_Enviromental enrichment ",16,16,-0.612668601907359,0.0711111111111111,"lnVR","Gubert"
"965","Gubert et al. 2022","Chao1.Chao1","WT_Exercise",16,16,0.0424283637305676,0.0711111111111111,"lnVR","Gubert"
"966","Gubert et al. 2022","Chao1.Chao1","WT_control",16,16,0.395061045018151,0.0711111111111111,"lnVR","Gubert"
"967","Ibrahim et al. 2019","Chao1.Chao1","AOM/DSS",7,3,0.239409633986359,0.472222222222222,"lnVR","Ibrahim"
"968","Ibrahim et al. 2019","Chao1.Chao1","AOM/DSS-ERbKOVil",7,6,-0.268375397078619,0.217222222222222,"lnVR","Ibrahim"
"969","Ibrahim et al. 2019","Chao1.Chao1","Control",4,4,0.0975186459607584,0.444444444444444,"lnVR","Ibrahim"
"970","Ibrahim et al. 2019","Chao1.Chao1","Control-ERbKOVil",4,4,-0.631909648553314,0.444444444444444,"lnVR","Ibrahim"
"971","Kozik et al. 2019","Chao1.Chao1","Colitis-cecal",7,7,0.617713672862745,0.194444444444444,"lnVR","Kozik"
"972","Kozik et al. 2019","Chao1.Chao1","Colitis-colonMucus",5,4,0.444374247244806,0.378472222222222,"lnVR","Kozik"
"973","Kozik et al. 2019","Chao1.Chao1","Colitis-colonMucus_T0",1,NA,NA,NA,"lnVR","Kozik"
"974","Kozik et al. 2019","Chao1.Chao1","Colitis-fecal",5,7,-0.0551985262338587,0.253472222222222,"lnVR","Kozik"
"975","Kozik et al. 2019","Chao1.Chao1","Colitis-fecal_T0",7,7,-0.360004156271581,0.194444444444444,"lnVR","Kozik"
"976","Kozik et al. 2019","Chao1.Chao1","Control-cecal",2,3,0.317133982966135,1.375,"lnVR","Kozik"
"977","Kozik et al. 2019","Chao1.Chao1","Control-colonMucus",NA,3,NA,NA,"lnVR","Kozik"
"978","Kozik et al. 2019","Chao1.Chao1","Control-fecal",2,3,-1.11524642569948,1.375,"lnVR","Kozik"
"979","Kozik et al. 2019","Chao1.Chao1","Control-fecal_T0",2,3,-1.78736575181185,1.375,"lnVR","Kozik"
"980","Li et al. 2020","Chao1.Chao1","Chow diet + STZ injection+ Distilled water ",5,1,NA,NA,"lnVR","Li"
"981","Li et al. 2020","Chao1.Chao1","HFD+ STZ injection + DNJ",1,9,NA,NA,"lnVR","Li"
"982","Li et al. 2020","Chao1.Chao1","HFD+ STZ injection+ Distilled water",NA,3,NA,NA,"lnVR","Li"
"983","Lindheim et al. 2018","Chao1.Chao1","PRJNA445979",76,93,0.352716309420672,0.0122494118882588,"lnVR","Lindheim"
"984","Lyte et al. 2022","Chao1.Chao1","beef-chow",18,19,-0.164733702076485,0.0604628561664317,"lnVR","Lyte"
"985","Lyte et al. 2022","Chao1.Chao1","beef-chow-stress",18,20,-0.0600429536202611,0.0588426995370415,"lnVR","Lyte"
"986","Lyte et al. 2022","Chao1.Chao1","chow-control",20,19,-0.153846610453511,0.0570218186792517,"lnVR","Lyte"
"987","Lyte et al. 2022","Chao1.Chao1","chow-stress",20,20,-0.197595283532084,0.0554016620498615,"lnVR","Lyte"
"988","Pizarro et al. 2021","Chao1.Chao1","EtOH-Syn-T1",10,8,-0.293677478307569,0.143361048122953,"lnVR","Pizarro"
"989","Pizarro et al. 2021","Chao1.Chao1","EtOH-T1",10,8,0.533548775188417,0.143361048122953,"lnVR","Pizarro"
"990","Pizarro et al. 2021","Chao1.Chao1","Symbiotic-T0",10,8,0.167988063034208,0.143361048122953,"lnVR","Pizarro"
"991","Pizarro et al. 2021","Chao1.Chao1","Water-T0",10,8,0.219611340760629,0.143361048122953,"lnVR","Pizarro"
"992","Ramakrishna et al. 2020","Chao1.Chao1","ACV+IVIG-injected",1,4,NA,NA,"lnVR","Ramakrishna"
"993","Ramakrishna et al. 2020","Chao1.Chao1","ACV-injected",3,2,-0.0965735902799726,1.375,"lnVR","Ramakrishna"
"994","Ramakrishna et al. 2020","Chao1.Chao1","Control",2,3,-1.46433346573256,1.375,"lnVR","Ramakrishna"
"995","Ramakrishna et al. 2020","Chao1.Chao1","HSV1-infected",4,5,0.872396890032798,0.378472222222222,"lnVR","Ramakrishna"
"996","Ramakrishna et al. 2020","Chao1.Chao1","HSV1-infected; ACV+IVIG-injected",2,3,NA,1.375,"lnVR","Ramakrishna"
"997","Ramakrishna et al. 2020","Chao1.Chao1","HSV1-infected; ACV-injected",1,1,NA,NA,"lnVR","Ramakrishna"
"998","Ramakrishna et al. 2020","Chao1.Chao1","HSV1-infected; IVIG-injected",3,1,NA,NA,"lnVR","Ramakrishna"
"999","Ramakrishna et al. 2020","Chao1.Chao1","IVIG-injected",5,5,0.895879734614028,0.3125,"lnVR","Ramakrishna"
"1000","Son et al. 2019","Chao1.Chao1","Control",8,8,-0.0428653407437892,0.163265306122449,"lnVR","Son"
"1001","Son et al. 2019","Chao1.Chao1","IL-10 Knockout ",8,8,0.616963896011616,0.163265306122449,"lnVR","Son"
"1002","Song et al. 2020","Chao1.Chao1","AOM/DSS",12,NA,NA,NA,"lnVR","Song"
"1003","Song et al. 2020","Chao1.Chao1","AOM/DSS E2-supplemented",12,NA,NA,NA,"lnVR","Song"
"1004","Song et al. 2020","Chao1.Chao1","Control",5,11,-0.128742551641947,0.21125,"lnVR","Song"
"1005","Song et al. 2020","Chao1.Chao1","E2-supplemented",12,NA,NA,NA,"lnVR","Song"
"1006","Song et al. 2020","Chao1.Chao1","ovariectomized ",NA,7,NA,NA,"lnVR","Song"
"1007","Song et al. 2021","Chao1.Chao1","AOM/DSS",8,8,0.14925183494351,0.163265306122449,"lnVR","Song"
"1008","Song et al. 2021","Chao1.Chao1","AOM/DSS-Nrf2KO",8,8,0.439398520286049,0.163265306122449,"lnVR","Song"
"1009","Song et al. 2021","Chao1.Chao1","Control",8,8,0.44136972116615,0.163265306122449,"lnVR","Song"
"1010","Song et al. 2021","Chao1.Chao1","Nrf2KO",8,8,0.542987135056788,0.163265306122449,"lnVR","Song"
"1011","Song et al. 2022","Chao1.Chao1","AOM/DSS",10,7,0.282997751257927,0.158950617283951,"lnVR","Song"
"1012","Song et al. 2022","Chao1.Chao1","AOM/DSS_ steroid-injected",8,4,-0.193916942266315,0.303854875283447,"lnVR","Song"
"1013","Song et al. 2022","Chao1.Chao1","Control",4,4,2.43402772177204,0.444444444444444,"lnVR","Song"
"1014","Song et al. 2022","Chao1.Chao1","orchiectomized",4,NA,NA,NA,"lnVR","Song"
"1015","Song et al. 2022","Chao1.Chao1","orchiectomized_ AOM/DSS",10,NA,NA,NA,"lnVR","Song"
