,Row.names,Kingdom,Phylum,Class,Order,Family,Genus,Species,rab.all,rab.win.female,rab.win.male,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH,Treatment,Group,Study,direct,id
180,83c30d60f92188bb6f2382d23600fa77,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,8.140825432,7.694515909,8.960378177,1.424252406,1.259767631,1.506867227,0.002249526,0.000820126,0.128827948,0,0,treatment,APOE2/E3_cecal,Zajac et al. 2022,Positive,APOE2/E3_cecal_Zajac et al. 2022_Positive
181,99a4ed062eaecb05baabcb9727e1dfcb,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,uncultured_bacterium,5.357347639,4.169268984,6.774950368,2.651426596,2.548450949,1.168140866,0.008934318,0.007886777,0.285121791,8.43595742492098e-05,0.014274354,treatment,APOE2/E3_cecal,Zajac et al. 2022,Positive,APOE2/E3_cecal_Zajac et al. 2022_Positive
198,0bb1c8431343726b5826ba41bceb2deb,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,NA,8.007390047,9.525641562,0.74906712,-8.888118184,3.613998006,-2.375082153,5.22163470020502e-05,1.93998172734466e-09,4.85805454948409e-07,0,0,treatment,APOE2/E3_fecal,Zajac et al. 2022,Negative,APOE2/E3_fecal_Zajac et al. 2022_Negative
199,18584d712d0f4e93b1460265472dc854,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_bacterium,2.376671014,0.722361516,4.129270692,2.810635106,5.242141497,0.486187277,0.252232158,0.02972382,0.204534113,0.001860412,0.047686022,treatment,APOE2/E3_fecal,Zajac et al. 2022,Positive,APOE2/E3_fecal_Zajac et al. 2022_Positive
202,42813a7ac2260688d1e5def012a3bf78,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,7.077255224,7.491042423,6.430350498,-1.030002273,1.267788156,-0.771623517,0.197026044,0.000105026,0.009542864,0.000147212,0.009524669,treatment,APOE2/E3_fecal,Zajac et al. 2022,Negative,APOE2/E3_fecal_Zajac et al. 2022_Negative
205,6e61f4bede587c68efcaa016e92085f2,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,7.163095257,6.417339234,7.878490211,1.460767121,2.506240876,0.505565062,0.212053591,0.00020052,0.010852697,0.000260628,0.016930727,treatment,APOE2/E3_fecal,Zajac et al. 2022,Positive,APOE2/E3_fecal_Zajac et al. 2022_Positive
210,76f087ab34b5c467c119809336f32ce1,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_intestinalis,6.005292892,8.164134316,-1.305783509,-9.249339646,4.050479958,-2.178511528,0.012639855,2.79889754602192e-09,5.66217710713685e-07,4.27227697663568e-14,1.56792565042529e-11,treatment,APOE2/E3_fecal,Zajac et al. 2022,Negative,APOE2/E3_fecal_Zajac et al. 2022_Negative
212,83c30d60f92188bb6f2382d23600fa77,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,8.135538041,7.52247273,9.302072062,1.711451038,6.012828407,0.287880733,0.243303588,0.260020726,0.87648131,0.000621149,0.026756229,treatment,APOE2/E3_fecal,Zajac et al. 2022,Positive,APOE2/E3_fecal_Zajac et al. 2022_Positive
216,99a4ed062eaecb05baabcb9727e1dfcb,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,uncultured_bacterium,3.679698664,2.140881688,4.588263485,2.61685807,3.541406629,0.681081977,0.207589306,3.8845030154324e-05,0.003538421,0.000196084,0.014120936,treatment,APOE2/E3_fecal,Zajac et al. 2022,Positive,APOE2/E3_fecal_Zajac et al. 2022_Positive
218,aa18f1f0f79b19771025041b36843ee6,d__Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,0.281968707,7.087552885,-1.835375934,-8.579781648,7.257913024,-0.9899787,0.174851216,7.26926094269352e-06,0.000710101,0.000180871,0.007388499,treatment,APOE2/E3_fecal,Zajac et al. 2022,Negative,APOE2/E3_fecal_Zajac et al. 2022_Negative
219,ac1ecfccfe7157c5c56b9ad633d96f25,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,6.236139685,5.771195517,7.090665176,1.310880883,1.777076837,0.672107314,0.225446447,0.000763013,0.026494749,0.000398714,0.020708485,treatment,APOE2/E3_fecal,Zajac et al. 2022,Positive,APOE2/E3_fecal_Zajac et al. 2022_Positive
224,d432e4ed35fa309cd9a521c695852ea4,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,Firmicutes_bacterium,3.620732909,7.477520368,-1.894713063,-9.717453125,5.430440983,-1.568476168,0.095982197,1.20010222974531e-08,2.34590495799998e-06,3.48797009747104e-07,7.06908617020119e-05,treatment,APOE2/E3_fecal,Zajac et al. 2022,Negative,APOE2/E3_fecal_Zajac et al. 2022_Negative
226,e269d8c81692a109f5be5e0d96cc45f4,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,7.842294378,8.300798142,7.200708135,-1.242972023,1.85635492,-0.651283359,0.220982162,0.000460924,0.027567678,0.000370534,0.018992967,treatment,APOE2/E3_fecal,Zajac et al. 2022,Negative,APOE2/E3_fecal_Zajac et al. 2022_Negative
228,f92cd0973ff85c4fac46db90e3464954,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA,0.444956833,3.762469882,-1.94276027,-5.402390504,5.177123525,-0.968518975,0.162825307,9.19330628421887e-05,0.005519979,5.70520325845012e-05,0.003566194,treatment,APOE2/E3_fecal,Zajac et al. 2022,Negative,APOE2/E3_fecal_Zajac et al. 2022_Negative
161,54f3fa8080e96ee8c48b77627ac0ae3a,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,7.003219216,8.624370773,5.939713131,-2.645403605,1.749317853,-1.656760679,0.000547999,0.039545083,0.999498747,0,0,treatment,APOE3/E3_small bowel,Zajac et al. 2022,Negative,APOE3/E3_small bowel_Zajac et al. 2022_Negative
162,76f087ab34b5c467c119809336f32ce1,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_intestinalis,7.115970812,10.72853249,2.782955075,-8.337794413,5.256625018,-1.502039593,0.007829305,0.059858531,1,0.004166667,0.03125,treatment,APOE3/E3_small bowel,Zajac et al. 2022,Negative,APOE3/E3_small bowel_Zajac et al. 2022_Negative
163,8c29c0ac4bed029ebbeb22b3935cc8bb,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,6.71246373,10.95782127,4.533201615,-5.588584455,4.568812771,-1.881227692,0.000547999,0.034378872,0.999498747,0,0,treatment,APOE3/E3_small bowel,Zajac et al. 2022,Negative,APOE3/E3_small bowel_Zajac et al. 2022_Negative
166,3fee1ac813edc7f266a88f57ce26349d,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,5.818492289,1.524333129,6.589617516,5.041374366,4.385174953,1.096863317,0.056641284,0.008791503,0.24015729,0.000615602,0.047419714,treatment,APOE3/E4_cecal,Zajac et al. 2022,Positive,APOE3/E4_cecal_Zajac et al. 2022_Positive
168,46f43d3fe417eb537a1c421542cd3fbc,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,Lachnospiraceae_bacterium,0.218142372,3.030239848,-1.951761092,-4.778275629,3.330348021,-1.457018546,0.023393464,0.00098537,0.041664507,0.000570967,0.03567536,treatment,APOE3/E4_cecal,Zajac et al. 2022,Negative,APOE3/E4_cecal_Zajac et al. 2022_Negative
170,681b8604b8939af77212d71fee9731cd,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Lachnospiraceae_bacterium,-0.026963916,4.557644533,-2.200558831,-7.246928172,4.752161134,-1.455744013,0.035157339,0.00060881,0.036306626,0.000668806,0.037760693,treatment,APOE3/E4_cecal,Zajac et al. 2022,Negative,APOE3/E4_cecal_Zajac et al. 2022_Negative
173,99a4ed062eaecb05baabcb9727e1dfcb,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,uncultured_bacterium,3.256375093,6.147382578,-1.61951601,-7.664839427,3.515123124,-2.001981132,0.04678443,0.00021342,0.02202013,0.00047527,0.037693509,treatment,APOE3/E4_cecal,Zajac et al. 2022,Negative,APOE3/E4_cecal_Zajac et al. 2022_Negative
175,b5df6b3e09aba5b4c07aaa7690198885,d__Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,uncultured_bacterium,3.303060792,6.238663947,-1.715990697,-8.217904001,3.690280097,-2.104781289,0.02929819,0.000159148,0.018016187,0.00045206,0.036701436,treatment,APOE3/E4_cecal,Zajac et al. 2022,Negative,APOE3/E4_cecal_Zajac et al. 2022_Negative
176,e9d0f617be5d6da4462b9ebf9333ac81,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,2.172422664,5.657350639,-0.460956864,-5.721091812,3.594603474,-1.561317511,0.023393464,0.000413887,0.028896733,0.000291375,0.03073811,treatment,APOE3/E4_cecal,Zajac et al. 2022,Negative,APOE3/E4_cecal_Zajac et al. 2022_Negative
187,08577b6aac2f5f6555ea43652073b45e,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,uncultured,uncultured_bacterium,4.762033666,5.889290885,4.151187193,-1.772310316,2.483748125,-0.638503016,0.205842409,0.000381697,0.04174206,0.000120235,0.020133051,treatment,APOE3/E4_fecal,Zajac et al. 2022,Negative,APOE3/E4_fecal_Zajac et al. 2022_Negative
189,46f43d3fe417eb537a1c421542cd3fbc,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,Lachnospiraceae_bacterium,2.118821535,3.099240898,0.511263744,-2.41627336,3.656980977,-0.586479053,0.213849304,0.003135546,0.104833605,0.000573462,0.045213082,treatment,APOE3/E4_fecal,Zajac et al. 2022,Negative,APOE3/E4_fecal_Zajac et al. 2022_Negative
191,54f3fa8080e96ee8c48b77627ac0ae3a,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,8.497226224,9.361960792,7.629477824,-2.096521364,3.646088997,-0.514441857,0.189409388,0.000140545,0.025080471,7.25743823853479e-05,0.016987203,treatment,APOE3/E4_fecal,Zajac et al. 2022,Negative,APOE3/E4_fecal_Zajac et al. 2022_Negative
193,76f087ab34b5c467c119809336f32ce1,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_intestinalis,8.181041092,10.21794831,5.934960407,-3.942941162,4.027017602,-0.868151687,0.169836979,7.54677765513884e-06,0.00443515,1.26452857403536e-05,0.007959631,treatment,APOE3/E4_fecal,Zajac et al. 2022,Negative,APOE3/E4_fecal_Zajac et al. 2022_Negative
196,8c29c0ac4bed029ebbeb22b3935cc8bb,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,8.335455708,8.926187559,6.839099453,-2.303220019,3.955705901,-0.550011285,0.209918495,0.000185716,0.0287062,0.000221306,0.029868653,treatment,APOE3/E4_fecal,Zajac et al. 2022,Negative,APOE3/E4_fecal_Zajac et al. 2022_Negative
108,b61ee4ecb0582e6350d1148cb523de88,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,6.480502217,7.649828592,5.407002571,-2.099011,2.223513418,-0.790496413,0.151191493,0.008034717,0.57756066,7.02045977767111e-05,0.035901596,treatment,APOE4_APP transgene +,Weng et al. 2019,Negative,APOE4_APP transgene +_Weng et al. 2019_Negative
109,e9d0f617be5d6da4462b9ebf9333ac81,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,9.320860291,9.858899839,8.035622308,-1.956071089,1.90033103,-0.99704937,0.153782932,5.22189133559768e-05,0.052770361,5.17577813367016e-05,0.032517036,treatment,APOE4_APP transgene +,Weng et al. 2019,Negative,APOE4_APP transgene +_Weng et al. 2019_Negative
439,85b56855328542ab9247d91cf3a72d03,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA,1.368554397,-0.809031367,6.141538423,7.154237688,5.541817399,1.172818874,0.076388983,9.20676797797754e-06,0.00517535,5.21222680051336e-06,0.002687614,treatment,beef-chow,Lyte et al. 2022,Positive,beef-chow_Lyte et al. 2022_Positive
440,9bdcbb3f4af192dc18dd944697425795,d__Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,unidentified,2.515566681,-0.484624893,6.482755071,6.580854792,5.574345729,1.038912061,0.151778013,0.00049966,0.049319409,0.000211059,0.035153512,treatment,beef-chow,Lyte et al. 2022,Positive,beef-chow_Lyte et al. 2022_Positive
441,a5d1217aa1cbc154c499796f9040d954,d__Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA,3.924165141,7.323003138,0.923715674,-6.046141212,5.441072592,-0.99121806,0.135416716,0.000887887,0.068966063,0.000172531,0.022695538,treatment,beef-chow,Lyte et al. 2022,Negative,beef-chow_Lyte et al. 2022_Negative
442,addf1e3d60f6910392223e40dcfa898b,d__Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured_bacterium,6.466258304,8.191067438,3.193961788,-4.992540191,4.012834165,-1.135845221,0.113715338,5.85252721587266e-05,0.016898163,1.87900219109413e-05,0.0072146,treatment,beef-chow,Lyte et al. 2022,Negative,beef-chow_Lyte et al. 2022_Negative
445,ea128b471fd4948df906712c2422709e,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,unidentified,0.907128108,5.075372417,-1.329536433,-6.285376332,4.926592426,-1.147489025,0.119791723,0.0001265,0.020585176,0.000108566,0.013965858,treatment,beef-chow,Lyte et al. 2022,Negative,beef-chow_Lyte et al. 2022_Negative
470,156475c9dd17e8175e529b71bf67277a,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,6.322688292,4.089319697,8.281717139,4.188555379,4.867148554,0.812303418,0.146574199,0.001501933,0.053307904,0.000104843,0.010163183,treatment,beef-chow-stress,Lyte et al. 2022,Positive,beef-chow-stress_Lyte et al. 2022_Positive
472,3215ddc073c6860993bbd4c1fbf91f1a,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-001,NA,3.471568898,0.961351498,6.702716367,5.052838755,5.073144196,0.920906571,0.15277782,0.000894594,0.04019184,0.000176017,0.013212708,treatment,beef-chow-stress,Lyte et al. 2022,Positive,beef-chow-stress_Lyte et al. 2022_Positive
475,551c50d2cb548ec954b999d2bf9b5017,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,uncultured_bacterium,6.62275233,4.151033162,9.341306764,4.537664084,4.351466338,0.97978835,0.141370385,8.0584274269397e-05,0.012558348,3.80779409664741e-05,0.006328039,treatment,beef-chow-stress,Lyte et al. 2022,Positive,beef-chow-stress_Lyte et al. 2022_Positive
480,a24e0d4286b004ee3345384b6f377f9e,d__Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA,3.902991898,0.150191038,6.998615123,6.488382588,4.343438256,1.448361443,0.052038304,2.34996978558388e-06,0.00094051,1.37935364396061e-07,0.000140993,treatment,beef-chow-stress,Lyte et al. 2022,Positive,beef-chow-stress_Lyte et al. 2022_Positive
482,a6e12567a5a8ff604652fed640545653,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_bacterium,4.529306595,1.541078272,5.695741151,4.032741559,3.750078047,0.955846247,0.130208385,8.96168302244489e-05,0.013285201,4.12138367155493e-05,0.006403576,treatment,beef-chow-stress,Lyte et al. 2022,Positive,beef-chow-stress_Lyte et al. 2022_Positive
484,df45ff114fca650e2150e761e33d947f,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,5.626236366,3.249322933,7.010701592,3.560639781,3.675737915,0.870644016,0.126736164,0.000240453,0.020429949,4.0293241401982e-05,0.006556054,treatment,beef-chow-stress,Lyte et al. 2022,Positive,beef-chow-stress_Lyte et al. 2022_Positive
486,e269d8c81692a109f5be5e0d96cc45f4,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,7.740924969,6.781143181,8.305753076,1.742834921,2.006568471,0.827699614,0.189236143,0.000361841,0.029570286,0.000679961,0.033920888,treatment,beef-chow-stress,Lyte et al. 2022,Positive,beef-chow-stress_Lyte et al. 2022_Positive
449,156475c9dd17e8175e529b71bf67277a,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,6.953614152,5.799278059,8.063405512,2.665639991,4.821343381,0.649748313,0.181250027,0.000833984,0.052781565,0.000281155,0.019564878,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
450,2fa5dbbf2dde49213390762133b12b73,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Ileibacterium,Ileibacterium_valens,4.326321883,-1.089108223,10.3655837,11.75088456,3.693354372,3.107166185,5.48270211764085e-05,2.92534416829193e-10,1.01750247687507e-07,0,0,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
451,3215ddc073c6860993bbd4c1fbf91f1a,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-001,NA,5.141411222,0.31647951,8.17298574,7.399099521,4.219010742,1.661632865,0.038251525,4.50555847218009e-07,8.53370193663805e-05,7.66738117961852e-09,2.70256959815935e-06,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
452,3b482b3f9da81db80a221a66031aa159,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,uncultured_bacterium,5.01553728,3.535564103,5.857742257,2.398619926,2.859619764,0.779243972,0.172656279,0.00126002,0.058508419,0.000265036,0.018020366,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
457,85b56855328542ab9247d91cf3a72d03,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA,0.912920243,-0.749160674,3.43289459,5.898795305,6.319823107,0.887766909,0.16953128,0.00111381,0.044420689,0.000588272,0.027394213,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
458,9bdcbb3f4af192dc18dd944697425795,d__Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,unidentified,2.046669009,-0.81507489,6.757253544,7.409655011,5.146687988,1.228420261,0.120218625,2.92898140500427e-05,0.002624047,1.94520560597867e-05,0.002090992,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
460,addf1e3d60f6910392223e40dcfa898b,d__Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured_bacterium,7.944162017,9.169156725,6.402706727,-2.535659212,1.991946128,-1.167304043,0.092115597,5.11350414516871e-06,0.003537561,1.69638101428255e-06,0.001147615,treatment,chow-stress,Lyte et al. 2022,Negative,chow-stress_Lyte et al. 2022_Negative
462,b07e81a9d95bb89a8b08afb8f0dc1493,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,6.859606248,6.064174184,8.276422721,2.255778567,3.323906992,0.582428173,0.206250023,0.003226028,0.129438232,0.000902818,0.044590196,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
463,bab562fb6ace7910af4a9d0d0ce79102,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,4.773085158,0.778051183,6.45178876,5.79412657,3.807017893,1.396220969,0.05386428,3.11049128060188e-06,0.000447555,4.64640372930397e-08,1.00739716773094e-05,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
465,df45ff114fca650e2150e761e33d947f,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,5.779708245,4.521837131,6.548737928,2.096303316,2.981866087,0.602882604,0.194531275,0.001967817,0.090765635,0.000477232,0.028122252,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
467,fa8bdfa902a0b3b348fda601e6f3afb5,d__Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,5.782578689,4.13450337,6.733628432,2.745027438,2.361711158,1.079138726,0.084375068,4.73261192374883e-05,0.004034384,1.3516385874747e-06,0.000205777,treatment,chow-stress,Lyte et al. 2022,Positive,chow-stress_Lyte et al. 2022_Positive
130,42813a7ac2260688d1e5def012a3bf78,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,1.037472473,-2.476248154,9.235955716,10.80782896,3.911957815,2.778468567,0.000219272,0.000211789,0.064893656,0,0,treatment,Colitis-fecal,Kozik et al. 2019,Positive,Colitis-fecal_Kozik et al. 2019_Positive
4,4c88ac342a1556e05dd786f47099f724,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,4.983091257,2.515535529,7.139014025,4.725409972,3.535031047,1.364675,0.00394539,0.051175499,0.91389029,0.002008929,0.020210883,control,control,Song et al. 2022,Positive,control_Song et al. 2022_Positive
10,8e038f0f6d3ce68285d6f198f466b3ff,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,4.26825087,0.218740687,6.26757003,5.854307775,3.068180848,1.709602373,0.00394539,0.032668172,0.805678015,0.001116071,0.014581489,control,control,Song et al. 2022,Positive,control_Song et al. 2022_Positive
11,8f6efb85ba133ea4e08ce7fd20f307e7,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,6.39981021,-1.024772798,9.695732944,10.85071562,2.817115058,3.928091941,0.000274075,0.0039144,0.308710194,0,0,control,control,Song et al. 2022,Positive,control_Song et al. 2022_Positive
15,b3fc3e19a30c2fd4536755ef7cea398f,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,8.911395436,-0.032532249,10.22055691,10.19418186,5.830897735,1.498806974,0.000274075,0.046727562,0.939018467,0,0,control,control,Song et al. 2022,Positive,control_Song et al. 2022_Positive
28,0b0494e8514853f77d926100320d2cf2,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_bacterium,8.373723535,9.660672574,6.90988628,-2.678299338,1.831077006,-1.485224492,0.044835149,0.002342319,0.161773766,0.000505051,0.049875538,control,control,Tashiro et al. 2020,Negative,control_Tashiro et al. 2020_Negative
116,e960fd7c128944562090a8e532838b1c,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,5.541133082,7.066366998,2.23766283,-4.626461411,4.381094088,-1.305174821,0.000274075,0.064231345,1,0,0,control,Control,Ibrahim et al. 2019,Negative,Control_Ibrahim et al. 2019_Negative
117,13b20dc9a18a15c792b78338395a8a51,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,uncultured_bacterium,2.623205018,5.327348662,-0.845300656,-6.039957166,2.96021054,-2.093288991,0.003128149,0.000214874,0.043364973,1.89439043928208e-05,0.010994033,control,control,Tam et al. 2020,Negative,control_Tam et al. 2020_Negative
150,8dde7ab997d5419d772d3686e259a471,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,4.357868674,6.22919201,-1.024048831,-7.198383458,4.094285014,-1.49456802,0.015627501,0.00242227,0.152825776,0.000313228,0.038019116,control,control,Sun et al. 2020,Negative,control_Sun et al. 2020_Negative
151,8f98fb8693ed59c21399d83ce2d10724,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,NA,7.310563333,-0.252314352,11.15176437,11.2206402,3.581752186,3.07675784,0.000137056,0.000126338,0.026728991,0,0,control,control,Sun et al. 2020,Positive,control_Sun et al. 2020_Positive
246,08577b6aac2f5f6555ea43652073b45e,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,uncultured,uncultured_bacterium,6.159974679,7.035317438,2.818756412,-4.235267481,3.520434416,-1.405892981,0.000137056,0.005616408,0.070993906,1.21406371406466e-06,3.14355783106027e-05,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
247,08c34e04fe902e164c07128c5c6facd1,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,3.72823651,-1.839795294,6.834782787,8.607701295,2.768665699,3.076065787,0.000137056,0.00025072,0.005329465,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
250,18584d712d0f4e93b1460265472dc854,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_bacterium,3.654140774,7.569606697,-1.036998199,-8.165721708,3.466312795,-2.468784703,0.000137056,0.000115654,0.003690341,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
254,24d85f159f2081c049be325ea9a9bdac,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,4.979034737,8.662314269,1.065395931,-7.470462096,3.439984276,-2.200642692,0.001968889,0.000470726,0.010657032,1.69968919969e-05,0.000407872,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
255,26c9f4f844da09bdd5c1603be193969c,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,6.489303823,7.214572349,3.605198466,-3.951798476,2.146010939,-1.935206801,0.000137056,0.005846474,0.060140861,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
