"","Row.names","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.female","rab.win.male","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Group","Study","direct"
"170","681b8604b8939af77212d71fee9731cd","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Lachnospiraceae_bacterium",-0.0269639155886026,4.55764453324012,-2.20055883087238,-7.24692817237644,4.75216113433377,-1.45574401267525,0.0351573389654088,0.000608809544684879,0.0363066259836367,0.000668806275423922,0.037760692510488,"APOE3/E4_cecal","Zajac et al. 2022","Negative"
"171","8d6ed68444c4e71347ae9e85a4f8c458","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,0.740560882248431,4.55841228520492,-1.02898135280145,-5.3338384284988,3.30047342448628,-1.6034376635702,0.0214861833620702,0.000508267692861711,0.0309006596895432,0.000384929612870789,0.0302582756784261,"APOE3/E4_cecal","Zajac et al. 2022","Negative"
"172","995cd8c62e2a8d7dddfb38ba4e57a96a","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","uncultured_bacterium",2.42675966066517,-1.92317630996733,3.54681099786336,5.50867859875247,3.58893353285438,1.44693173567072,0.0664068058020352,0.0042542462971228,0.139556124480038,0.000790212646830225,0.0449833589498145,"APOE3/E4_cecal","Zajac et al. 2022","Positive"
"173","99a4ed062eaecb05baabcb9727e1dfcb","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus","uncultured_bacterium",3.25637509313493,6.14738257798074,-1.61951600982598,-7.66483942745841,3.51512312411267,-2.00198113244271,0.046784430210055,0.000213419620379265,0.0220201302511783,0.000475270236299647,0.0376935085805374,"APOE3/E4_cecal","Zajac et al. 2022","Negative"
"174","ad97a825d385aa882d65c473bbce8e52","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","uncultured",NA,1.26099602954671,3.45340453390592,-1.86811882196333,-5.32415380785375,3.39221105636209,-1.4801120403883,0.0526322891800969,0.000908451201290503,0.0468077218928407,0.000604532314091137,0.0431117725722106,"APOE3/E4_cecal","Zajac et al. 2022","Negative"
"175","b5df6b3e09aba5b4c07aaa7690198885","d__Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","uncultured_bacterium",3.30306079247459,6.23866394735775,-1.71599069745285,-8.21790400051149,3.69028009660849,-2.10478128882619,0.0292981901738596,0.000159147720861063,0.0180161869947557,0.000452060194707253,0.0367014364201575,"APOE3/E4_cecal","Zajac et al. 2022","Negative"
"176","e9d0f617be5d6da4462b9ebf9333ac81","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",2.17242266394659,5.65735063912057,-0.460956864380597,-5.72109181249882,3.59460347380394,-1.5613175113088,0.0233934640071253,0.000413886701336528,0.0288967329741087,0.000291375291375291,0.0307381096319491,"APOE3/E4_cecal","Zajac et al. 2022","Negative"
"177","54f3fa8080e96ee8c48b77627ac0ae3a","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,12.2671183768821,12.6145567304374,3.90252008733502,-9.10694380457686,8.73667775047979,-1.67726651450878,0.000547999460257121,0.303011663000766,1,0,0,"APOE2/E2_small bowel","Zajac et al. 2022","Negative"
"178","8c29c0ac4bed029ebbeb22b3935cc8bb","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,12.4201073245458,12.8096989321876,6.4043112177905,-6.55882825157747,6.47122094553989,-1.57234253742746,0.000547999460257121,0.318495867348059,1,0,0,"APOE2/E2_small bowel","Zajac et al. 2022","Negative"
"179","0bb1c8431343726b5826ba41bceb2deb","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA,6.54974358811716,8.41353419810293,0.503723578036587,-7.89234545329832,3.42064502709303,-2.24589860201763,0.000156632676208107,0.000647818608898684,0.0992006409892535,0.000104445187165775,0.0432646780303031,"APOE2/E3_cecal","Zajac et al. 2022","Negative"
"180","83c30d60f92188bb6f2382d23600fa77","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured_bacterium",8.14082543180507,7.69451590932336,8.96037817737012,1.42425240648936,1.2597676310279,1.50686722658343,0.00224952570240855,0.000820125845335581,0.128827947998274,0,0,"APOE2/E3_cecal","Zajac et al. 2022","Positive"
"181","99a4ed062eaecb05baabcb9727e1dfcb","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus","uncultured_bacterium",5.35734763884848,4.16926898408734,6.77495036773273,2.65142659609057,2.5484509492137,1.16814086629241,0.0089343181393024,0.00788677735325008,0.285121791237916,8.43595742492098e-05,0.0142743541180911,"APOE2/E3_cecal","Zajac et al. 2022","Positive"
"182","bfe6aadce0fc4f802938cb633f5e0364","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","unidentified",1.25403766352133,-1.57883524573822,4.80827616200861,6.31227875675081,2.77573298608943,2.08309049338457,0.00446578313667942,0.000247639811146682,0.0532709104544048,5.62397161661329e-06,0.00097428613053499,"APOE2/E3_cecal","Zajac et al. 2022","Positive"
"183","9a7d336b07dbbc3b094bb6221ec4d367","d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","Adlercreutzia_muris",2.78049898930282,4.76597340457463,0.716418846369657,-3.84014861650561,1.89953091247662,-2.02892749975039,0.00523319582318488,0.0480365206493845,0.935119938894884,0.00234375,0.0190902944711539,"APOE4/E4_small bowel","Zajac et al. 2022","Negative"
"184","0bb1c8431343726b5826ba41bceb2deb","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA,6.82206865579466,9.2524920079551,2.20936339256215,-6.93144146964974,5.24100498179552,-1.14543254836205,0.104058368437004,0.000131901559277418,0.027023550242559,1.43813355454672e-05,0.00727253240172394,"APOE2/E2_fecal","Zajac et al. 2022","Negative"
"185","aa18f1f0f79b19771025041b36843ee6","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,1.09075066449062,4.63276355179586,-1.58829193745734,-7.14997911791495,6.17515085398167,-1.08008263477577,0.121875079869217,0.000176325013091611,0.0264444661230004,0.000157599813716934,0.0256435012427327,"APOE2/E2_fecal","Zajac et al. 2022","Negative"
"186","e9d0f617be5d6da4462b9ebf9333ac81","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",5.46337934838631,7.11094596337441,2.06493328673298,-4.45290321912345,5.90339217575456,-0.762528139732545,0.15920921455856,0.00324615800778557,0.197906774759733,0.000200026752758068,0.0357206609626605,"APOE2/E2_fecal","Zajac et al. 2022","Negative"
"187","08577b6aac2f5f6555ea43652073b45e","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured","uncultured_bacterium",4.76203366618946,5.88929088507911,4.15118719304159,-1.77231031557245,2.48374812485097,-0.638503016135825,0.205842408605758,0.000381697313724229,0.0417420598021262,0.00012023485668531,0.0201330506104785,"APOE3/E4_fecal","Zajac et al. 2022","Negative"
"188","467182e7c24e45f1dae500092292f434","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,4.1956769144915,3.6106713892743,4.841066359598,1.42575040504299,2.16810410616155,0.561354169004401,0.21860150936849,0.01118050731568,0.313928379444401,0.000458770265288991,0.0449038927908203,"APOE3/E4_fecal","Zajac et al. 2022","Positive"
"189","46f43d3fe417eb537a1c421542cd3fbc","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",2.11882153539263,3.09924089841672,0.511263744259242,-2.41627336030664,3.65698097716392,-0.586479052750629,0.213849303512137,0.00313554588182284,0.1048336052003,0.00057346157434322,0.0452130822981902,"APOE3/E4_fecal","Zajac et al. 2022","Negative"
"190","4a9d7f0130768c56c58c48adedff0a67","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,1.29570192063726,-1.46612423946034,2.46219049239602,3.6773051569012,3.47652324968713,0.9524077499788,0.12898849063511,0.00017743529021451,0.0241904039435653,3.43488002300359e-06,0.00130839080249193,"APOE3/E4_fecal","Zajac et al. 2022","Positive"
"191","54f3fa8080e96ee8c48b77627ac0ae3a","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,8.49722622418994,9.3619607922576,7.62947782391364,-2.09652136380238,3.6460889972036,-0.514441857083978,0.189409388059423,0.000140545489029351,0.0250804708897147,7.25743823853479e-05,0.0169872025577554,"APOE3/E4_fecal","Zajac et al. 2022","Negative"
"192","7480d07944647b90892f044a685c7207","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,5.35435096823097,-0.0286100902062989,6.38756996792827,4.99227375270218,6.61609275856523,0.700684353764289,0.21860150936849,0.00160210476060322,0.121028458245609,0.000410879252495397,0.0414073331185884,"APOE3/E4_fecal","Zajac et al. 2022","Positive"
"193","76f087ab34b5c467c119809336f32ce1","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_intestinalis",8.18104109228637,10.2179483145055,5.93496040660947,-3.94294116188974,4.0270176020595,-0.868151686751682,0.169836979036934,7.54677765513884e-06,0.00443515017193821,1.26452857403536e-05,0.00795963096971565,"APOE3/E4_fecal","Zajac et al. 2022","Negative"
"194","7f2dae3459f288b9999b898a0c4ce1f2","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium",4.74407930765561,3.2638489087227,5.67663266522093,2.49863277431714,3.45641177861136,0.647375062630637,0.196198253391687,0.000947261199628295,0.0896669076604775,9.7583194825406e-05,0.0178108805207588,"APOE3/E4_fecal","Zajac et al. 2022","Positive"
"195","84fdac55bc395302dea40afd516cbf9f","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,1.3879738693373,-0.831433335456653,3.41908807253344,4.25500378729418,5.13214269890544,0.73672582892017,0.192934801569396,0.000936991471807169,0.0769138744106909,0.000342269470578407,0.0332271493239488,"APOE3/E4_fecal","Zajac et al. 2022","Positive"
"196","8c29c0ac4bed029ebbeb22b3935cc8bb","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,8.33545570788672,8.92618755935373,6.83909945325706,-2.30322001938107,3.95570590117372,-0.550011284519357,0.209918495077556,0.000185716150898544,0.0287062001206553,0.000221305593427094,0.0298686532197204,"APOE3/E4_fecal","Zajac et al. 2022","Negative"
"197","a6b6b795301ebacd388eec70cb9f8883","d__Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus","uncultured_bacterium",1.72526748803556,-0.10102522256967,2.46123006550958,2.52627009457895,3.11351107896451,0.685564026657067,0.164969473454231,0.00236765809891538,0.104835884239935,0.000123387270801422,0.0142652614169492,"APOE3/E4_fecal","Zajac et al. 2022","Positive"
"198","0bb1c8431343726b5826ba41bceb2deb","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA,8.00739004716074,9.52564156151957,0.7490671203215,-8.88811818435303,3.61399800553809,-2.37508215340685,5.22163470020502e-05,1.93998172734466e-09,4.85805454948409e-07,0,0,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"199","18584d712d0f4e93b1460265472dc854","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","uncultured_bacterium",2.37667101394602,0.722361516397127,4.12927069204561,2.81063510608605,5.24214149721818,0.486187277027697,0.25223215800802,0.02972382025037,0.204534113153157,0.0018604115253908,0.0476860215663807,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"200","1efd5bdce15f84b8382c3c76c5be528e","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae","uncultured_bacterium",1.23131614262131,0.137947026407317,3.11483239767948,2.54741220575038,4.28150046485378,0.515673817177565,0.240892209626602,0.0174629630730302,0.146840070941106,0.00198089270764228,0.0474983562211815,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"201","28d09c230390bade39f1ef87782f563f","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Dorea_sp.",3.96589317365874,4.73653344409016,3.22137423775564,-1.55046741936983,2.10368305918794,-0.58275876092078,0.229739794539916,0.0211731080098576,0.268451502284728,0.000911118180965948,0.032538295166976,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"202","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",7.07725522412647,7.49104242293263,6.43035049848263,-1.0300022734112,1.26778815555095,-0.771623516882522,0.197026044359179,0.000105025674941847,0.009542864131398,0.000147212317710721,0.00952466891075527,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"203","464a52deb6e8c4e2b57d980a8d18f04c","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia",NA,0.0646418401244899,1.97928787722722,-2.00073741943242,-4.24352907170178,5.07521662314759,-0.772136999735208,0.200743515903574,0.00130925470302686,0.0397014010809539,0.000669200542779804,0.0198043559388446,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"204","4daf7b5fa2540bc57f436e64f30ee86b","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,3.01517045692354,3.76380715716204,1.0624165283731,-2.40244210273743,3.94547773788108,-0.588086446428217,0.231226783211857,0.0054336757631959,0.134803555236134,0.000627566065888501,0.026393956423648,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"205","6e61f4bede587c68efcaa016e92085f2","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,7.16309525703379,6.41733923442398,7.87849021087774,1.46076712052844,2.50624087621138,0.505565061739089,0.21205359130459,0.000200519880433202,0.0108526973938054,0.000260627979133163,0.0169307273331895,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"206","6f6dcaba18619775fbbb5376fa4b3382","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,2.52019022569165,1.11754129117254,3.67061604190415,2.46701269378835,3.14955421179596,0.701310334035344,0.183779786218097,5.35810348772381e-05,0.00410595142387734,7.23591851952509e-05,0.0068484832834846,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"207","7043abb445f81514106c8846ae9a05e3","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","uncultured_bacterium",3.97786720651001,1.88071495688188,5.55641591411613,3.47117607074196,3.91157696627053,0.778601947217314,0.156994077510543,3.77063047390106e-06,0.000780098574510666,1.13647474914744e-05,0.00250443126414931,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"208","73ecb2b42a2a27b594d1940b3b01355c","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,4.86395468255056,5.80480977978758,3.32451843488582,-2.65147142893392,3.43910274468596,-0.700171038559496,0.200148831126286,0.00100928671915976,0.0417053538605559,9.50556103465287e-05,0.00696040818270022,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"209","7518b7db10d3c65c2df6cb22b836b702","d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","uncultured_bacterium",2.8003216909008,2.3002951600971,3.53540710802198,1.30792175172367,2.03475925387657,0.529401457795218,0.235119064606533,0.00154318574688498,0.0378184305631369,0.00231512077347478,0.0462281870670687,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"210","76f087ab34b5c467c119809336f32ce1","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_intestinalis",6.00529289187555,8.16413431569548,-1.30578350908822,-9.2493396463977,4.05047995783532,-2.17851152848594,0.0126398548849799,2.79889754602192e-09,5.66217710713685e-07,4.27227697663568e-14,1.56792565042529e-11,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"211","7d17d197d7978be0b6684209ce257e20","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","uncultured_organism",4.90350039966488,5.43668841211165,0.584914941699789,-4.4158492442612,4.57896172101008,-0.819996458512046,0.162946457072467,0.000202847516843277,0.0145000751548813,1.00924081571883e-05,0.00127896090893926,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"212","83c30d60f92188bb6f2382d23600fa77","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured_bacterium",8.13553804105241,7.52247272997693,9.30207206249337,1.71145103750973,6.01282840736905,0.287880733364981,0.243303587509447,0.260020725793619,0.876481310211897,0.000621148674518542,0.0267562292167879,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"213","8e1be15b8ad467d40e310ff9bbe2b4f0","d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","uncultured_bacterium",3.91363239759044,2.62780095851741,4.5331483955788,1.92724656614819,3.08532793299537,0.543431407873716,0.223958351651516,5.65136940747589e-05,0.00477610552491741,0.0010276596995599,0.033305556307133,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"214","8e9eaf02dc307b243181351cf3d035b9","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,2.4483151408988,0.901055577086928,4.05865733591064,3.32774023780712,3.7682482680725,0.838639989807958,0.154761935201256,4.77034318919532e-06,0.000719636054096779,1.13868243897939e-05,0.00206305174401963,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"215","8ede0fb46ca0990833b29ab4fab9217d","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","UCG-010","unidentified",3.33978128854913,2.81901086287979,4.14035615624194,1.41368506862256,2.35091867585688,0.503209422788443,0.24107144489418,0.000557244793323982,0.0215661327358699,0.000990257783804417,0.0309993020966539,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"216","99a4ed062eaecb05baabcb9727e1dfcb","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus","uncultured_bacterium",3.67969866369855,2.14088168764018,4.58826348468317,2.61685807021937,3.54140662892485,0.681081977190502,0.207589306216369,3.8845030154324e-05,0.0035384207867263,0.000196083673531604,0.0141209358608802,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"217","a0498cfc6abb7ec61864847ddbb18771","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales",4.32807941857349,3.81768956922908,5.32370380698388,1.33590816676239,1.87501846669537,0.658367759518427,0.228996300204709,0.000542572446015826,0.0199405827303416,0.000834273888908528,0.0293807061153353,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"218","aa18f1f0f79b19771025041b36843ee6","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,0.281968706977617,7.08755288470847,-1.83537593383384,-8.5797816480441,7.25791302412269,-0.989978700248047,0.17485121646828,7.26926094269352e-06,0.000710100902429697,0.000180870850281459,0.007388499456097,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"219","ac1ecfccfe7157c5c56b9ad633d96f25","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales",6.23613968518818,5.77119551734997,7.09066517636501,1.31088088315284,1.77707683693437,0.672107313755871,0.225446446705373,0.000763012908346886,0.0264947489442313,0.000398713953752913,0.0207084847960392,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"220","c067bf5e72b14e25f15e1ecfe6023a33","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,3.60638065964626,1.09546718804307,5.25970823872926,3.2712111739465,4.9837733318285,0.639442351908257,0.235863112140868,0.000913530387353888,0.0214349319126832,0.000450773281752875,0.0216832933413902,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"221","c26a76a9925c7eac20b119eeb5ef81ae","d__Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014","uncultured_bacterium",5.00427667282843,4.51555781776365,5.79263098854986,1.39197978377032,2.22583922093814,0.501510898294207,0.225278828536524,0.0237912925450395,0.204190481662544,0.000756368269474168,0.02925616361519,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"222","c7e8256e8c26ba135b468ce394833632","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",NA,3.23640452801953,1.95499891892953,4.5297268062588,2.64943632023082,3.9217411804021,0.607844935347427,0.232142874474012,0.000583124909344175,0.0166125604662883,0.000323688531720194,0.0180090890626758,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"223","c9f20ce32daa16e76c6a34ad6473007d","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,2.43416623355575,1.24406947256551,3.77284568632057,2.36626754326063,3.21403825130172,0.619629809115381,0.203717493153087,0.00185357323690918,0.0337335430277577,0.000282492271335522,0.01531624304838,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"224","d432e4ed35fa309cd9a521c695852ea4","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella","Firmicutes_bacterium",3.6207329087526,7.47752036756552,-1.89471306305989,-9.71745312452411,5.43044098339721,-1.56847616807255,0.095982196559369,1.20010222974531e-08,2.34590495799998e-06,3.48797009747104e-07,7.06908617020119e-05,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"225","db17b6a1a1edd278e8d77d7b19c5cf70","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified",3.37853843908303,1.15691772531566,4.79666470208665,3.45489571124098,3.64170403411221,0.86067030107939,0.131696465718108,1.60863611753703e-06,0.000394106524906507,1.88232594775118e-06,0.000842053959815167,"APOE2/E3_fecal","Zajac et al. 2022","Positive"
"226","e269d8c81692a109f5be5e0d96cc45f4","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales",7.84229437770557,8.30079814167967,7.20070813517785,-1.2429720231814,1.85635491970406,-0.651283358519666,0.220982161550505,0.000460924001441631,0.0275676782934774,0.00037053405002367,0.0189929669039648,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"227","ed7a0c3ee7374845d2a507b555a37c11","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","uncultured_bacterium",2.1893604650718,2.8895164184106,0.247682130111885,-2.47804619473177,3.555889913552,-0.602426007279727,0.209665447687144,0.00475789002354157,0.102394727915052,0.00034914852263006,0.0143680284611939,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"228","f92cd0973ff85c4fac46db90e3464954","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia",NA,0.444956833450229,3.76246988171047,-1.94276027030235,-5.40239050372636,5.17712352532868,-0.968518975322349,0.16282530729637,9.19330628421887e-05,0.00551997936849265,5.70520325845012e-05,0.00356619388913443,"APOE2/E3_fecal","Zajac et al. 2022","Negative"
"229","0dba656096562dd7817c8dc69235d3ba","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas","uncultured_bacterium",3.88914553640284,5.99384805152648,-4.08814835416047,-10.6985060706909,3.18126237375161,-3.22201796492648,0.000365399848804012,0.0182140524265141,0.894471448865994,0,0,"control","Cheema & Pluznick 2019","Negative"
"230","144738cc44c54fe3d32c613aff652a54","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,3.36831070162925,5.50874931635827,-0.144324275147896,-5.30146114005836,3.01482712174812,-1.63330576177092,0.000365399848804012,0.0747833698963929,1,0.0015625,0.015625,"control","Cheema & Pluznick 2019","Negative"
"231","8335d74b90c3e325ebe5ce28431b4e15","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Streptomyces_sp.",0.320471668677984,3.93126245641261,-1.87378039738121,-5.4365608690957,3.06874146163687,-1.81107193805891,0.00523319582318488,0.0512900063065209,1,0.0046875,0.0452553640159017,"control","Cheema & Pluznick 2019","Negative"
"232","9360769a534df610364a7ad191e8d366","d__Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA,6.69322651067755,9.5271963503234,3.87001668931715,-5.63572353752883,1.09111637322667,-5.27845947382614,0.000365399848804012,0.00324715594738447,0.766746672977017,0,0,"control","Cheema & Pluznick 2019","Negative"
"233","b2db1ffcf029ba94aefadce0aaeaf820","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,4.34322820139185,4.93717109971791,-1.97367692069572,-7.01039207926755,4.65631060542115,-1.29742944279919,0.000365399848804012,0.141570520423706,1,0,0,"control","Cheema & Pluznick 2019","Negative"
"234","e1bc9cc47c273c4af14e3895aabaadca","d__Bacteria",NA,NA,NA,NA,NA,NA,1.80696325248539,5.1228102143025,-1.65709678225095,-7.45743754519829,3.54021602639532,-2.32979146051129,0.000365399848804012,0.0276956850374212,0.999954438392318,0,0,"control","Cheema & Pluznick 2019","Negative"
"235","ea6de3b8c2f4c35e37c0bac24b2bc5bd","d__Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA,3.50104709980451,4.60957735876119,-1.35579249964757,-6.13838378948641,4.06431209161317,-1.35206109499931,0.00523319582318488,0.127440067418212,1,0.00390625,0.0365449189902795,"control","Cheema & Pluznick 2019","Negative"
"236","f0eeddfaa991b6a1709c2ddf4021f5c1","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,1.16385432489594,6.58983676099419,-3.71334265140314,-10.1932956920919,4.70609319353823,-2.16721895275075,0.000365399848804012,0.0373388441221782,1,0,0,"control","Cheema & Pluznick 2019","Negative"
"237","f5717c8838aa5c26689b7677f4a1cfd2","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,8.93177866162333,9.77006892800043,6.60607283685272,-3.10978140047117,1.87216202622796,-1.66879773555205,0.000365399848804012,0.12293330039685,1,0,0,"control","Cheema & Pluznick 2019","Negative"
"238","235d8f2664317319e9949a19b835f8fe","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,0.507220803813019,-4.22830310624564,3.17766404598836,7.63476885162629,3.03448731233108,2.54612342062086,0.000365399848804012,0.0268636702957334,0.963610107835363,0,0,"Ang II infusion","Cheema & Pluznick 2019","Positive"
